Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,Fixture ID,Home_Points,Home_Goals_Scored,Home_Goals_Conceded,Home_Wins,Home_Draws,Home_Losses,Home_Form_Score,Away_Points,Away_Goals_Scored,Away_Goals_Conceded,Away_Wins,Away_Draws,Away_Losses,Away_Form_Score
E0,2025-01-16,19:30,Ipswich,Brighton,0,2,A,0,0,D,T Harrington,5,11,3,5,13,14,1,9,2,2,0,0,6576876,7.0,6.0,8.0,2.0,1.0,2.0,6.0,4.0,5.0,7.0,0.0,4.0,1.0,3.0
E0,2025-01-16,20:00,Man United,Southampton,3,1,H,0,1,A,J Brooks,23,13,9,5,7,10,5,4,1,3,0,0,6659969,4.0,4.0,10.0,1.0,1.0,3.0,1.0,1.0,1.0,13.0,0.0,1.0,4.0,-5.0
E0,2025-01-18,15:00,West Ham,Crystal Palace,0,2,A,0,0,D,T Bramall,7,12,0,7,13,10,2,4,1,0,1,0,1808252,7.0,6.0,12.0,2.0,1.0,2.0,4.0,8.0,6.0,7.0,2.0,2.0,1.0,7.5
E0,2025-01-18,15:00,Leicester,Fulham,0,2,A,0,0,D,M Salisbury,8,17,4,2,8,8,5,2,3,1,0,0,9164734,0.0,2.0,12.0,0.0,0.0,5.0,-5.0,6.0,8.0,8.0,1.0,3.0,1.0,6.0
E0,2025-01-18,17:30,Arsenal,Aston Villa,2,2,D,1,0,H,C Kavanagh,18,8,6,4,10,18,10,1,2,3,0,0,6020435,13.0,12.0,4.0,4.0,1.0,0.0,17.0,10.0,7.0,7.0,3.0,1.0,1.0,10.0
E0,2025-01-18,12:30,Newcastle,Bournemouth,1,4,A,1,2,A,S Attwell,13,19,5,10,7,18,7,6,1,6,0,0,7236886,15.0,14.0,1.0,5.0,0.0,0.0,21.5,9.0,8.0,4.0,2.0,3.0,0.0,11.0
E0,2025-01-18,15:00,Brentford,Liverpool,0,2,A,0,0,D,A Madley,11,37,6,8,6,14,2,15,2,3,0,0,5531525,5.0,8.0,7.0,1.0,2.0,2.0,5.5,11.0,17.0,7.0,3.0,2.0,0.0,16.0
E0,2025-01-19,16:30,Ipswich,Man City,0,6,A,0,3,A,S Barrott,8,17,4,9,4,7,4,7,0,1,0,0,6235431,4.0,4.0,9.0,1.0,1.0,3.0,1.5,8.0,10.0,6.0,2.0,2.0,1.0,10.0
E0,2025-01-19,14:00,Nott'm Forest,Southampton,3,2,H,3,0,H,A Taylor,14,10,5,4,4,18,2,8,0,4,0,0,4716031,13.0,9.0,1.0,4.0,1.0,0.0,17.0,1.0,2.0,11.0,0.0,1.0,4.0,-3.5
E0,2025-01-19,14:00,Everton,Tottenham,3,2,H,3,0,H,D England,12,11,6,6,14,14,3,8,2,1,0,0,9123065,2.0,1.0,5.0,0.0,2.0,3.0,0.0,1.0,7.0,13.0,0.0,1.0,4.0,-2.0
E0,2025-01-19,14:00,Man United,Brighton,1,3,A,1,1,D,P Bankes,10,6,1,3,13,12,4,2,3,3,0,0,4160252,4.0,5.0,10.0,1.0,1.0,3.0,1.5,7.0,6.0,4.0,1.0,4.0,0.0,8.0
E0,2025-01-20,20:00,Chelsea,Wolves,3,1,H,1,1,D,S Hooper,19,9,7,4,8,14,3,6,4,2,0,0,9954663,3.0,4.0,7.0,0.0,3.0,2.0,1.5,7.0,7.0,8.0,2.0,1.0,2.0,6.5
E0,2025-01-25,15:00,Bournemouth,Nott'm Forest,5,0,H,1,0,H,C Pawson,16,18,10,4,9,12,3,9,2,3,0,0,8101213,9.0,9.0,5.0,2.0,3.0,0.0,11.0,13.0,10.0,3.0,4.0,1.0,0.0,16.5
E0,2025-01-25,15:00,Brighton,Everton,0,1,A,0,1,A,T Robinson,16,3,1,1,8,11,9,1,3,4,0,0,5686154,9.0,8.0,4.0,2.0,3.0,0.0,11.0,4.0,4.0,7.0,1.0,1.0,3.0,2.5
E0,2025-01-25,15:00,Liverpool,Ipswich,4,1,H,3,0,H,M Salisbury,16,3,6,3,10,11,3,4,0,2,0,0,3405276,11.0,13.0,4.0,3.0,2.0,0.0,15.5,4.0,4.0,11.0,1.0,1.0,3.0,0.5
E0,2025-01-25,15:00,Southampton,Newcastle,1,3,A,1,2,A,S Barrott,12,17,5,9,10,5,3,8,1,0,0,0,1345451,0.0,4.0,14.0,0.0,0.0,5.0,-5.0,12.0,11.0,5.0,4.0,0.0,1.0,15.0
E0,2025-01-25,15:00,Wolves,Arsenal,0,1,A,0,0,D,M Oliver,9,9,4,3,20,10,1,5,0,1,1,1,7285764,4.0,5.0,11.0,1.0,1.0,3.0,1.0,11.0,9.0,5.0,3.0,2.0,0.0,13.0
E0,2025-01-25,17:30,Man City,Chelsea,3,1,H,1,1,D,J Brooks,15,10,6,4,6,8,2,4,3,2,0,0,8388531,11.0,15.0,4.0,3.0,2.0,0.0,16.5,5.0,7.0,8.0,1.0,2.0,2.0,4.5
E0,2025-01-26,14:00,Crystal Palace,Brentford,1,2,A,0,0,D,T Harrington,16,13,5,6,8,11,4,7,2,2,0,0,2797986,11.0,7.0,2.0,3.0,2.0,0.0,13.5,5.0,8.0,7.0,1.0,2.0,2.0,5.5
E0,2025-01-26,14:00,Tottenham,Leicester,1,2,A,1,0,H,R Jones,15,12,6,3,6,16,6,4,1,5,0,0,8823060,1.0,6.0,10.0,0.0,1.0,4.0,-1.0,0.0,2.0,11.0,0.0,0.0,5.0,-4.5
E0,2025-01-26,16:30,Aston Villa,West Ham,1,1,D,1,0,H,P Bankes,14,14,4,4,13,16,4,3,2,3,0,0,6409396,8.0,7.0,8.0,2.0,2.0,1.0,7.5,6.0,5.0,13.0,2.0,0.0,3.0,2.0
E0,2025-01-26,19:00,Fulham,Man United,0,1,A,0,0,D,A Taylor,9,4,3,1,7,9,3,0,0,1,0,0,7540366,8.0,10.0,8.0,2.0,2.0,1.0,9.0,4.0,6.0,10.0,1.0,1.0,3.0,2.0
E0,2025-02-01,15:00,Ipswich,Southampton,1,2,A,1,1,D,M Oliver,15,9,6,4,11,14,1,2,0,3,0,0,1987854,4.0,5.0,14.0,1.0,1.0,3.0,-0.5,0.0,5.0,16.0,0.0,0.0,5.0,-5.5
E0,2025-02-01,17:30,Wolves,Aston Villa,2,0,H,1,0,H,A Madley,8,10,5,3,20,13,5,8,2,3,0,0,7954721,1.0,3.0,12.0,0.0,1.0,4.0,-3.5,9.0,8.0,6.0,2.0,3.0,0.0,10.0
E0,2025-02-01,15:00,Newcastle,Fulham,1,2,A,1,0,H,C Kavanagh,11,15,4,4,10,15,4,7,4,4,0,0,1990383,12.0,11.0,6.0,4.0,0.0,1.0,14.5,5.0,8.0,8.0,1.0,2.0,2.0,5.0
E0,2025-02-01,15:00,Everton,Leicester,4,0,H,3,0,H,D Bond,13,9,7,1,7,13,5,6,0,0,0,0,3507547,6.0,4.0,6.0,2.0,0.0,3.0,5.0,3.0,3.0,9.0,1.0,0.0,4.0,0.0
E0,2025-02-01,15:00,Bournemouth,Liverpool,0,2,A,0,1,A,D England,14,19,3,7,15,9,3,3,2,3,0,0,5543465,11.0,14.0,5.0,3.0,2.0,0.0,15.5,11.0,14.0,4.0,3.0,2.0,0.0,16.0
E0,2025-02-01,12:30,Nott'm Forest,Brighton,7,0,H,3,0,H,S Hooper,14,10,9,5,8,13,4,6,1,3,0,0,2154973,10.0,9.0,8.0,3.0,1.0,1.0,10.5,8.0,8.0,5.0,2.0,2.0,1.0,9.5
E0,2025-02-02,14:00,Brentford,Tottenham,0,2,A,0,1,A,J Gillett,20,13,4,2,4,11,10,3,0,1,0,0,1888471,7.0,10.0,8.0,2.0,1.0,2.0,8.0,1.0,7.0,11.0,0.0,1.0,4.0,-1.0
E0,2025-02-02,14:00,Man United,Crystal Palace,0,2,A,0,0,D,J Brooks,17,11,2,3,12,13,11,0,3,1,0,0,9988246,7.0,7.0,8.0,2.0,1.0,2.0,6.5,10.0,8.0,4.0,3.0,1.0,1.0,12.0
E0,2025-02-02,16:30,Arsenal,Man City,5,1,H,1,0,H,P Bankes,12,7,7,4,6,7,5,2,2,0,0,0,2474072,11.0,9.0,5.0,3.0,2.0,0.0,13.0,13.0,17.0,4.0,4.0,1.0,0.0,19.5
E0,2025-02-03,20:00,Chelsea,West Ham,2,1,H,0,1,A,S Attwell,22,14,3,5,11,10,4,3,3,1,0,0,2618046,5.0,7.0,9.0,1.0,2.0,2.0,4.0,4.0,5.0,14.0,1.0,1.0,3.0,-0.5
E0,2025-02-12,19:30,Everton,Liverpool,2,2,D,1,1,D,M Oliver,10,6,3,4,9,20,2,3,2,2,1,1,2881181,9.0,8.0,4.0,3.0,0.0,2.0,11.0,11.0,11.0,4.0,3.0,2.0,0.0,14.5
E0,2025-02-14,20:00,Brighton,Chelsea,3,0,H,2,0,H,K Kavanagh,13,8,5,0,12,15,2,9,1,2,0,0,7928301,7.0,6.0,10.0,2.0,1.0,2.0,5.0,8.0,9.0,8.0,2.0,2.0,1.0,8.5
E0,2025-02-15,12:30,Leicester,Arsenal,0,2,A,0,0,D,S Barrott,6,11,2,5,9,10,3,7,2,1,0,0,7472393,3.0,3.0,11.0,1.0,0.0,4.0,-1.0,11.0,11.0,5.0,3.0,2.0,0.0,14.0
E0,2025-02-15,15:00,Aston Villa,Ipswich,1,1,D,0,0,D,R Jones,25,4,6,3,7,11,16,1,0,3,0,1,6908206,8.0,6.0,6.0,2.0,2.0,1.0,8.0,1.0,4.0,16.0,0.0,1.0,4.0,-5.0
E0,2025-02-15,15:00,Fulham,Nott'm Forest,2,1,H,1,1,D,T Bramall,24,8,10,2,13,8,8,4,0,0,0,0,2635822,7.0,8.0,7.0,2.0,1.0,2.0,7.5,10.0,14.0,8.0,3.0,1.0,1.0,13.0
E0,2025-02-15,15:00,Man City,Newcastle,4,0,H,3,0,H,A Madley,11,3,7,1,5,13,7,4,0,1,0,0,1118503,10.0,16.0,9.0,3.0,1.0,1.0,13.5,9.0,10.0,8.0,3.0,0.0,2.0,10.0
E0,2025-02-15,15:00,Southampton,Bournemouth,1,3,A,0,2,A,J Gillett,11,14,4,7,13,15,4,6,1,3,0,0,6466793,3.0,6.0,15.0,1.0,0.0,4.0,-1.5,10.0,12.0,5.0,3.0,1.0,1.0,13.5
E0,2025-02-15,15:00,West Ham,Brentford,0,1,A,0,1,A,D England,13,14,3,5,10,13,9,2,1,1,0,0,9405040,4.0,6.0,11.0,1.0,1.0,3.0,1.5,7.0,9.0,7.0,2.0,1.0,2.0,8.0
E0,2025-02-15,17:30,Crystal Palace,Everton,1,2,A,0,1,A,A Taylor,17,11,6,6,9,12,6,2,0,1,0,0,7584994,10.0,8.0,3.0,3.0,1.0,1.0,12.5,10.0,10.0,5.0,3.0,1.0,1.0,12.5
E0,2025-02-16,14:00,Liverpool,Wolves,2,1,H,2,0,H,S Hooper,10,16,3,4,15,13,4,3,2,2,0,0,4335947,11.0,11.0,4.0,3.0,2.0,0.0,14.5,3.0,3.0,10.0,1.0,0.0,4.0,-0.5
E0,2025-02-16,16:30,Tottenham,Man United,1,0,H,1,0,H,P Bankes,22,16,7,6,13,9,10,5,1,2,0,0,9293378,3.0,7.0,9.0,1.0,0.0,4.0,2.0,7.0,7.0,8.0,2.0,1.0,2.0,6.5
E0,2025-02-19,19:30,Aston Villa,Liverpool,2,2,D,2,1,H,C Pawson,9,17,4,3,8,6,6,8,1,0,0,0,3099743,6.0,5.0,6.0,1.0,3.0,1.0,5.5,13.0,12.0,4.0,4.0,1.0,0.0,17.0
E0,2025-02-21,20:00,Leicester,Brentford,0,4,A,0,3,A,T Harrington,8,14,3,6,10,10,5,6,4,0,0,0,2975102,3.0,2.0,11.0,1.0,0.0,4.0,-1.5,7.0,5.0,7.0,2.0,1.0,2.0,6.0
E0,2025-02-22,12:30,Everton,Man United,2,2,D,2,0,H,A Madley,9,9,8,3,12,9,7,9,4,1,0,0,4399497,13.0,12.0,5.0,4.0,1.0,0.0,16.5,6.0,5.0,7.0,2.0,0.0,3.0,5.0
E0,2025-02-22,15:00,Arsenal,West Ham,0,1,A,0,1,A,C Pawson,20,5,2,2,16,15,2,0,1,3,1,0,3643857,13.0,12.0,4.0,4.0,1.0,0.0,17.0,4.0,5.0,8.0,1.0,1.0,3.0,2.5
E0,2025-02-22,15:00,Bournemouth,Wolves,0,1,A,0,1,A,M Salisbury,8,13,3,5,17,9,6,7,3,3,1,0,4552775,10.0,14.0,6.0,3.0,1.0,1.0,14.0,3.0,4.0,9.0,1.0,0.0,4.0,0.5
E0,2025-02-22,15:00,Fulham,Crystal Palace,0,2,A,0,1,A,R Jones,10,10,0,5,10,7,7,7,1,3,0,0,8177921,9.0,8.0,6.0,3.0,0.0,2.0,10.0,9.0,8.0,4.0,3.0,0.0,2.0,11.0
E0,2025-02-22,15:00,Ipswich,Tottenham,1,4,A,1,2,A,T Robinson,17,10,5,6,15,14,4,4,2,1,0,0,1332091,1.0,3.0,15.0,0.0,1.0,4.0,-5.0,6.0,7.0,7.0,2.0,0.0,3.0,6.0
E0,2025-02-22,15:00,Southampton,Brighton,0,4,A,0,1,A,D Bond,6,18,1,12,11,12,5,6,2,0,0,0,3842295,3.0,7.0,13.0,1.0,0.0,4.0,0.0,9.0,8.0,9.0,3.0,0.0,2.0,8.5
E0,2025-02-22,17:30,Aston Villa,Chelsea,2,1,H,0,1,A,M Oliver,12,15,6,7,15,16,2,3,1,3,0,0,1448433,4.0,6.0,8.0,0.0,4.0,1.0,3.0,7.0,8.0,10.0,2.0,1.0,2.0,6.0
E0,2025-02-23,14:00,Newcastle,Nott'm Forest,4,3,H,4,1,H,J Gillett,13,17,5,5,11,13,7,6,1,4,0,0,8569792,6.0,8.0,11.0,2.0,0.0,3.0,4.5,7.0,12.0,10.0,2.0,1.0,2.0,8.0
E0,2025-02-23,16:30,Man City,Liverpool,0,2,A,0,2,A,A Taylor,16,8,5,4,3,10,7,5,0,0,0,0,6205312,10.0,16.0,8.0,3.0,1.0,1.0,14.0,11.0,12.0,6.0,3.0,2.0,0.0,14.0
E0,2025-02-25,19:30,Brighton,Bournemouth,2,1,H,1,0,H,M Oliver,11,19,4,5,12,14,1,9,2,1,0,0,3018150,9.0,10.0,9.0,3.0,0.0,2.0,9.5,9.0,12.0,5.0,3.0,0.0,2.0,12.5
E0,2025-02-25,19:30,Crystal Palace,Aston Villa,4,1,H,1,0,H,S Barrott,19,6,6,2,19,10,3,8,3,1,0,0,1222240,9.0,8.0,4.0,3.0,0.0,2.0,11.0,6.0,6.0,7.0,1.0,3.0,1.0,5.5
E0,2025-02-25,19:30,Wolves,Fulham,1,2,A,1,1,D,P Bankes,18,11,5,5,8,15,7,5,1,3,0,0,9739527,6.0,5.0,6.0,2.0,0.0,3.0,5.5,9.0,6.0,5.0,3.0,0.0,2.0,9.5
E0,2025-02-25,20:15,Chelsea,Southampton,4,0,H,3,0,H,T Bramall,19,7,10,2,6,9,4,2,1,2,0,0,7983208,6.0,7.0,10.0,2.0,0.0,3.0,4.5,3.0,6.0,14.0,1.0,0.0,4.0,-1.0
E0,2025-02-26,20:15,Liverpool,Newcastle,2,0,H,1,0,H,C Kavanagh,12,3,3,0,12,11,4,2,0,1,0,0,6328011,11.0,10.0,5.0,3.0,2.0,0.0,13.5,6.0,9.0,14.0,2.0,0.0,3.0,3.5
E0,2025-02-26,19:30,Tottenham,Man City,0,1,A,0,1,A,J Gillett,11,12,6,5,12,15,8,3,3,0,0,0,2602803,9.0,10.0,6.0,3.0,0.0,2.0,11.0,9.0,14.0,8.0,3.0,0.0,2.0,12.0
E0,2025-02-26,19:30,Man United,Ipswich,3,2,H,2,2,D,D England,10,12,6,3,9,16,5,6,4,4,1,0,8288721,4.0,4.0,8.0,1.0,1.0,3.0,2.0,1.0,4.0,17.0,0.0,1.0,4.0,-5.5
E0,2025-02-26,19:30,Brentford,Everton,1,1,D,1,0,H,S Hooper,12,14,3,4,3,6,2,5,2,1,0,0,8585134,9.0,7.0,5.0,3.0,0.0,2.0,10.0,11.0,11.0,5.0,3.0,2.0,0.0,14.0
E0,2025-02-26,19:30,Nott'm Forest,Arsenal,0,0,D,0,0,D,A Madley,6,13,2,1,10,17,3,11,1,1,0,0,2214969,6.0,14.0,13.0,2.0,0.0,3.0,6.5,10.0,10.0,4.0,3.0,1.0,1.0,13.0
E0,2025-02-27,20:00,West Ham,Leicester,2,0,H,2,0,H,S Attwell,8,10,2,2,12,6,3,3,0,0,0,0,8143175,4.0,3.0,6.0,1.0,1.0,3.0,2.5,3.0,2.0,13.0,1.0,0.0,4.0,-2.5
E0,2025-03-08,12:30,Nott'm Forest,Man City,1,0,H,0,0,D,C Kavanagh,9,14,4,3,9,7,3,2,3,2,0,0,6119478,4.0,11.0,11.0,1.0,1.0,3.0,4.0,9.0,9.0,8.0,3.0,0.0,2.0,9.5
E0,2025-03-08,15:00,Brighton,Fulham,2,1,H,1,1,D,S Barrott,9,6,4,1,6,12,3,7,0,2,0,0,8035866,9.0,9.0,9.0,3.0,0.0,2.0,9.0,9.0,6.0,6.0,3.0,0.0,2.0,9.0
E0,2025-03-08,15:00,Crystal Palace,Ipswich,1,0,H,0,0,D,S Hooper,19,15,4,8,8,7,5,4,4,3,0,0,6775099,9.0,10.0,5.0,3.0,0.0,2.0,11.5,1.0,6.0,14.0,0.0,1.0,4.0,-3.0
E0,2025-03-08,15:00,Liverpool,Southampton,3,1,H,0,1,A,L Smith,28,6,7,4,10,9,6,4,2,1,0,0,2075013,11.0,10.0,5.0,3.0,2.0,0.0,13.5,3.0,4.0,15.0,1.0,0.0,4.0,-2.5
E0,2025-03-08,17:30,Brentford,Aston Villa,0,1,A,0,0,D,J Gillett,13,12,3,4,10,5,6,5,2,2,0,0,3017318,10.0,8.0,4.0,3.0,1.0,1.0,12.0,5.0,6.0,10.0,1.0,2.0,2.0,3.0
E0,2025-03-08,20:00,Wolves,Everton,1,1,D,1,1,D,S Attwell,11,12,3,4,11,16,5,5,2,2,0,0,4169182,6.0,5.0,5.0,2.0,0.0,3.0,6.0,9.0,11.0,6.0,2.0,3.0,0.0,11.5
E0,2025-03-09,14:00,Chelsea,Leicester,1,0,H,0,0,D,T Robinson,20,3,7,3,12,13,12,2,1,0,0,0,8337018,6.0,8.0,9.0,2.0,0.0,3.0,5.5,3.0,2.0,13.0,1.0,0.0,4.0,-2.5
E0,2025-03-09,14:00,Tottenham,Bournemouth,2,2,D,0,1,A,J Brooks,12,17,4,8,15,16,3,6,3,3,0,0,3598865,9.0,8.0,4.0,3.0,0.0,2.0,11.0,6.0,9.0,6.0,2.0,0.0,3.0,7.5
E0,2025-03-09,16:30,Man United,Arsenal,1,1,D,1,0,H,A Taylor,10,17,6,6,8,11,2,9,0,1,0,0,3723890,7.0,6.0,7.0,2.0,1.0,2.0,6.5,10.0,8.0,2.0,3.0,1.0,1.0,13.0
E0,2025-03-10,20:00,West Ham,Newcastle,0,1,A,0,0,D,M Salisbury,9,9,2,3,7,15,3,4,0,1,0,0,9545742,7.0,5.0,4.0,2.0,1.0,2.0,7.5,6.0,8.0,12.0,2.0,0.0,3.0,4.0
E0,2025-03-15,15:00,Man City,Brighton,2,2,D,2,1,H,S Hooper,11,15,3,3,10,10,4,5,2,5,0,0,6938125,6.0,6.0,8.0,2.0,0.0,3.0,5.0,12.0,11.0,9.0,4.0,0.0,1.0,13.0
E0,2025-03-15,15:00,Southampton,Wolves,1,2,A,0,1,A,R Jones,10,5,3,3,12,13,5,1,0,0,0,0,5831576,3.0,4.0,15.0,1.0,0.0,4.0,-2.5,7.0,6.0,5.0,2.0,1.0,2.0,7.5
E0,2025-03-15,15:00,Everton,West Ham,1,1,D,0,0,D,D Bond,13,10,5,5,12,8,6,5,1,2,0,0,6016888,7.0,8.0,7.0,1.0,4.0,0.0,7.5,6.0,4.0,4.0,2.0,0.0,3.0,6.0
E0,2025-03-15,15:00,Ipswich,Nott'm Forest,2,4,A,0,3,A,M Salisbury,11,11,4,6,4,13,6,3,1,1,0,0,6729316,1.0,5.0,11.0,0.0,1.0,4.0,-2.0,7.0,12.0,6.0,2.0,1.0,2.0,10.0
E0,2025-03-15,17:30,Bournemouth,Brentford,1,2,A,1,1,D,C Pawson,17,10,5,4,13,7,4,3,3,0,0,0,1463881,4.0,6.0,8.0,1.0,1.0,3.0,3.0,7.0,6.0,4.0,2.0,1.0,2.0,8.0
E0,2025-03-16,13:30,Fulham,Tottenham,2,0,H,0,0,D,A Madley,13,12,4,4,13,10,6,5,0,0,0,0,7927666,9.0,7.0,7.0,3.0,0.0,2.0,9.0,10.0,9.0,4.0,3.0,1.0,1.0,12.5
E0,2025-03-16,13:30,Arsenal,Chelsea,1,0,H,1,0,H,C Kavanagh,12,8,4,2,10,13,5,4,3,3,0,0,1141198,8.0,8.0,3.0,2.0,2.0,1.0,10.5,9.0,8.0,6.0,3.0,0.0,2.0,10.0
E0,2025-03-16,19:00,Leicester,Man United,0,3,A,0,1,A,T Bramall,11,18,3,5,6,6,6,4,2,0,0,0,8996029,0.0,0.0,13.0,0.0,0.0,5.0,-6.5,5.0,6.0,8.0,1.0,2.0,2.0,4.0
