Fixture ID,Date,Referee,Venue,City,Home Team,Away Team,Home Team Goals,Away Team Goals,Result,Home Shots on Goal,Home Shots off Goal,Home Total Shots,Home Blocked Shots,Home Shots insidebox,Home Shots outsidebox,Home Fouls,Home Corner Kicks,Home Offsides,Home Ball Possession,Home Yellow Cards,Home Red Cards,Home Goalkeeper Saves,Home Total passes,Home Passes accurate,Home Passes %,Away Shots on Goal,Away Shots off Goal,Away Total Shots,Away Blocked Shots,Away Shots insidebox,Away Shots outsidebox,Away Fouls,Away Corner Kicks,Away Offsides,Away Ball Possession,Away Yellow Cards,Away Red Cards,Away Goalkeeper Saves,Away Total passes,Away Passes accurate,Away Passes %,Home expected_goals,Away expected_goals,Home_Points,Home_Goals_Scored,Home_Goals_Conceded,Home_Wins,Home_Draws,Home_Losses,Home_Form_Score,Away_Points,Away_Goals_Scored,Away_Goals_Conceded,Away_Wins,Away_Draws,Away_Losses,Away_Form_Score
867984,2022-08-27 11:30:00+00:00,A. Madley,St. Mary's Stadium,"Southampton, Hampshire",Southampton,Manchester United,0,1,Away Win,5,10,17,2,14,3,4,5,1,48%,0,0,3,364,266,73%,6,2,11,3,9,2,14,3,1,52%,3,0,4,404,299,74%,,,6.666666666666667,8.333333333333334,11.666666666666668,1.6666666666666667,1.6666666666666667,1.6666666666666667,5.0,5.0,5.0,11.666666666666668,1.6666666666666667,0.0,3.3333333333333335,1.6666666666666667
867978,2022-08-27 14:00:00+00:00,J. Brooks,Gtech Community Stadium,"Brentford, Middlesex",Brentford,Everton,1,1,Draw,5,10,20,5,14,6,8,8,0,58%,2,0,6,514,429,83%,7,2,14,5,8,6,8,5,2,42%,2,0,4,385,302,78%,,,6.666666666666667,13.333333333333334,8.333333333333334,1.6666666666666667,1.6666666666666667,1.6666666666666667,9.166666666666668,1.6666666666666667,3.3333333333333335,6.666666666666667,0.0,1.6666666666666667,3.3333333333333335,0.0
867982,2022-08-27 14:00:00+00:00,D. England,Etihad Stadium,Manchester,Manchester City,Crystal Palace,4,2,Home Win,5,9,18,4,14,4,14,6,2,74%,1,0,1,770,702,91%,2,0,2,0,1,1,8,1,1,26%,2,0,1,265,196,74%,,,11.666666666666668,15.0,5.0,3.3333333333333335,1.6666666666666667,0.0,16.666666666666668,6.666666666666667,6.666666666666667,6.666666666666667,1.6666666666666667,1.6666666666666667,1.6666666666666667,6.666666666666667
867979,2022-08-27 14:00:00+00:00,M. Salisbury,The American Express Community Stadium,"Falmer, East Sussex",Brighton,Leeds,1,0,Home Win,4,8,13,1,11,2,10,5,2,43%,2,0,2,353,250,71%,2,3,10,5,7,3,14,3,1,57%,3,0,3,475,359,76%,,,11.666666666666668,6.666666666666667,1.6666666666666667,3.3333333333333335,1.6666666666666667,0.0,14.166666666666668,11.666666666666668,11.666666666666668,5.0,3.3333333333333335,1.6666666666666667,0.0,15.0
867981,2022-08-27 14:00:00+00:00,S. Attwell,Anfield,Liverpool,Liverpool,Bournemouth,9,0,Home Win,12,6,19,1,16,3,6,8,3,69%,0,0,2,681,589,86%,2,2,5,1,3,2,5,1,0,31%,1,0,4,303,211,70%,,,3.3333333333333335,6.666666666666667,8.333333333333334,0.0,3.3333333333333335,1.6666666666666667,2.5,5.0,3.3333333333333335,11.666666666666668,1.6666666666666667,0.0,3.3333333333333335,0.8333333333333334
867980,2022-08-27 14:00:00+00:00,P. Tierney,Stamford Bridge,London,Chelsea,Leicester,2,1,Home Win,4,1,7,2,5,2,10,3,3,45%,3,1,4,446,372,83%,5,7,17,5,11,6,7,11,1,55%,2,0,2,524,456,87%,,,6.666666666666667,5.0,8.333333333333334,1.6666666666666667,1.6666666666666667,1.6666666666666667,5.0,1.6666666666666667,8.333333333333334,13.333333333333334,0.0,1.6666666666666667,3.3333333333333335,-0.8333333333333334
867976,2022-08-27 16:30:00+00:00,J. Gillett,Emirates Stadium,London,Arsenal,Fulham,2,1,Home Win,8,4,22,10,16,6,6,9,1,72%,2,0,2,595,509,86%,3,6,11,2,9,2,12,2,0,28%,3,0,6,223,138,62%,,,15.0,15.0,3.3333333333333335,5.0,0.0,0.0,20.833333333333336,8.333333333333334,8.333333333333334,6.666666666666667,1.6666666666666667,3.3333333333333335,0.0,9.166666666666668
867985,2022-08-28 13:00:00+00:00,P. Bankes,Molineux Stadium,"Wolverhampton, West Midlands",Wolves,Newcastle,1,1,Draw,4,2,10,4,5,5,10,4,3,36%,2,0,5,265,184,69%,6,4,21,11,11,10,11,13,1,64%,1,0,3,458,376,82%,,,1.6666666666666667,1.6666666666666667,5.0,0.0,1.6666666666666667,3.3333333333333335,0.0,8.333333333333334,8.333333333333334,5.0,1.6666666666666667,3.3333333333333335,0.0,10.0
867977,2022-08-28 13:00:00+00:00,D. Coote,Villa Park,Birmingham,Aston Villa,West Ham,0,1,Away Win,3,4,9,2,5,4,10,3,2,58%,2,0,1,582,489,84%,2,3,7,2,1,6,10,2,1,42%,0,0,3,419,329,79%,,,5.0,5.0,10.0,1.6666666666666667,0.0,3.3333333333333335,2.5,0.0,0.0,8.333333333333334,0.0,0.0,5.0,-4.166666666666667
867983,2022-08-28 15:30:00+00:00,C. Pawson,The City Ground,"Nottingham, Nottinghamshire",Nottingham Forest,Tottenham,0,2,Away Win,1,9,17,7,9,8,11,6,1,55%,6,0,4,568,481,85%,7,7,18,4,11,7,13,1,3,45%,1,0,1,462,372,81%,,,6.666666666666667,3.3333333333333335,5.0,1.6666666666666667,1.6666666666666667,1.6666666666666667,5.833333333333334,11.666666666666668,11.666666666666668,5.0,3.3333333333333335,1.6666666666666667,0.0,15.0
867988,2022-08-30 18:30:00+00:00,T. Bramall,Craven Cottage,London,Fulham,Brighton,2,1,Home Win,3,7,10,0,7,3,9,3,0,39%,2,0,2,344,257,75%,4,3,7,0,6,1,11,3,2,61%,1,0,2,533,446,84%,,,6.25,7.5,7.5,1.25,2.5,1.25,6.25,12.5,6.25,1.25,3.75,1.25,0.0,15.0
867992,2022-08-30 18:30:00+00:00,S. Hooper,Selhurst Park,London,Crystal Palace,Brentford,1,1,Draw,4,6,13,3,7,6,11,4,1,49%,1,0,2,472,383,81%,3,5,9,1,8,1,8,6,0,51%,2,0,3,482,386,80%,,,5.0,7.5,10.0,1.25,1.25,2.5,3.75,6.25,11.25,7.5,1.25,2.5,1.25,8.125
867993,2022-08-30 18:45:00+00:00,M. Oliver,St. Mary's Stadium,"Southampton, Hampshire",Southampton,Chelsea,2,1,Home Win,7,0,9,2,4,5,15,5,0,32%,2,0,3,259,158,61%,4,2,10,4,8,2,10,3,3,68%,1,0,3,561,460,82%,,,5.0,6.25,10.0,1.25,1.25,2.5,3.125,8.75,6.25,7.5,2.5,1.25,1.25,8.125
867989,2022-08-30 19:00:00+00:00,D. England,Elland Road,"Leeds, West Yorkshire",Leeds,Everton,1,1,Draw,5,8,14,1,10,4,10,10,2,69%,3,0,1,644,535,83%,2,2,7,3,3,4,9,2,2,31%,3,0,4,292,203,70%,,,8.75,8.75,5.0,2.5,1.25,1.25,10.625,2.5,3.75,6.25,0.0,2.5,2.5,1.25
867987,2022-08-31 18:30:00+00:00,R. Jones,Emirates Stadium,London,Arsenal,Aston Villa,2,1,Home Win,9,6,22,7,14,8,10,10,1,59%,2,0,2,504,428,85%,3,1,4,0,3,1,14,3,1,41%,3,0,6,352,271,77%,,,15.0,13.75,3.75,5.0,0.0,0.0,20.0,3.75,3.75,8.75,1.25,0.0,3.75,1.25
867995,2022-08-31 18:30:00+00:00,P. Tierney,Etihad Stadium,Manchester,Manchester City,Nottingham Forest,6,0,Home Win,9,6,17,2,12,5,9,10,2,75%,0,0,1,785,720,92%,1,4,8,3,4,4,7,1,2,25%,1,0,3,261,192,74%,,,12.5,16.25,6.25,3.75,1.25,0.0,17.5,5.0,2.5,6.25,1.25,1.25,2.5,3.125
867986,2022-08-31 18:30:00+00:00,A. Taylor,Vitality Stadium,"Bournemouth, Dorset",Bournemouth,Wolves,0,0,Draw,2,2,5,1,4,1,12,2,0,34%,2,0,3,320,238,74%,4,9,17,4,11,6,12,5,3,66%,1,0,2,603,538,89%,,,3.75,2.5,20.0,1.25,0.0,3.75,-5.0,2.5,2.5,5.0,0.0,2.5,2.5,1.25
867991,2022-08-31 18:45:00+00:00,P. Bankes,London Stadium,London,West Ham,Tottenham,1,1,Draw,4,8,14,2,9,5,10,3,1,38%,2,0,3,369,307,83%,3,2,12,7,8,4,10,4,0,62%,5,0,3,621,555,89%,,,3.75,1.25,6.25,1.25,0.0,3.75,1.25,12.5,11.25,3.75,3.75,1.25,0.0,16.25
867994,2022-08-31 19:00:00+00:00,A. Marriner,Anfield,Liverpool,Liverpool,Newcastle,2,1,Home Win,6,8,23,9,16,7,9,13,2,72%,0,0,1,625,523,84%,2,3,5,0,2,3,10,0,2,28%,2,0,4,256,163,64%,,,6.25,16.25,6.25,1.25,2.5,1.25,11.25,7.5,7.5,5.0,1.25,3.75,0.0,8.75
867990,2022-09-01 19:00:00+00:00,C. Pawson,King Power Stadium,"Leicester, Leicestershire",Leicester,Manchester United,0,1,Away Win,2,5,10,3,2,8,7,1,0,54%,1,0,1,595,487,82%,2,5,9,2,7,2,15,3,2,46%,3,0,2,513,400,78%,,,1.25,7.5,12.5,0.0,1.25,3.75,-1.25,7.5,5.0,8.75,2.5,0.0,2.5,5.625
868000,2022-09-03 11:30:00+00:00,A. Taylor,Goodison Park,Liverpool,Everton,Liverpool,0,0,Draw,3,6,14,5,11,3,7,7,3,39%,2,0,8,302,217,72%,8,9,23,6,20,3,11,9,2,61%,2,0,4,469,380,81%,,,3.0,4.0,6.0,0.0,3.0,2.0,2.0,8.0,15.0,6.0,2.0,2.0,1.0,12.5
868003,2022-09-03 14:00:00+00:00,M. Oliver,The City Ground,"Nottingham, Nottinghamshire",Nottingham Forest,Bournemouth,2,3,Away Win,3,3,11,5,8,3,13,4,1,53%,2,0,0,486,402,83%,3,2,8,3,6,2,10,6,1,47%,1,0,1,442,359,81%,,,4.0,2.0,11.0,1.0,1.0,3.0,-0.5,4.0,2.0,16.0,1.0,1.0,3.0,-3.0
868002,2022-09-03 14:00:00+00:00,M. Salisbury,St. James' Park,Newcastle upon Tyne,Newcastle,Crystal Palace,0,0,Draw,6,7,23,10,20,3,19,13,2,52%,2,0,9,359,283,79%,9,4,19,6,8,11,12,5,1,48%,2,0,5,362,282,78%,,,6.0,7.0,6.0,1.0,3.0,1.0,6.5,5.0,7.0,9.0,1.0,2.0,2.0,4.0
868005,2022-09-03 14:00:00+00:00,J. Brooks,Molineux Stadium,"Wolverhampton, West Midlands",Wolves,Southampton,1,0,Home Win,2,4,7,1,6,1,10,5,1,51%,4,0,1,432,349,81%,1,7,12,4,7,5,14,6,0,49%,2,0,1,406,317,78%,,,3.0,2.0,4.0,0.0,3.0,2.0,2.0,7.0,7.0,9.0,2.0,1.0,2.0,6.0
868004,2022-09-03 14:00:00+00:00,S. Attwell,Tottenham Hotspur Stadium,London,Tottenham,Fulham,2,1,Home Win,10,7,23,6,17,6,9,10,3,52%,3,0,2,475,418,88%,3,5,9,1,6,3,6,3,0,48%,4,0,8,433,371,86%,,,11.0,10.0,4.0,3.0,2.0,0.0,14.0,8.0,8.0,7.0,2.0,2.0,1.0,8.5
867999,2022-09-03 14:00:00+00:00,A. Madley,Stamford Bridge,London,Chelsea,West Ham,2,1,Home Win,3,2,8,3,5,3,6,10,1,68%,4,0,2,661,577,87%,3,2,6,1,3,3,11,3,1,32%,2,0,1,308,232,75%,,,7.0,6.0,8.0,2.0,1.0,2.0,6.0,4.0,2.0,6.0,1.0,1.0,3.0,2.0
867997,2022-09-03 14:00:00+00:00,R. Jones,Gtech Community Stadium,"Brentford, Middlesex",Brentford,Leeds,5,2,Home Win,8,5,14,1,10,4,8,2,1,31%,2,0,4,218,141,65%,6,7,17,4,9,8,9,6,1,69%,2,0,3,488,402,82%,,,6.0,10.0,7.0,1.0,3.0,1.0,7.5,8.0,8.0,5.0,2.0,2.0,1.0,9.5
867996,2022-09-03 16:30:00+00:00,S. Hooper,Villa Park,Birmingham,Aston Villa,Manchester City,1,1,Draw,1,1,3,1,2,1,7,1,5,28%,2,0,3,287,203,71%,4,5,13,4,8,5,6,4,3,72%,0,0,0,763,673,88%,,,3.0,4.0,9.0,1.0,0.0,4.0,0.5,13.0,19.0,5.0,4.0,1.0,0.0,20.0
867998,2022-09-04 13:00:00+00:00,T. Harrington,The American Express Community Stadium,"Falmer, East Sussex",Brighton,Leicester,5,2,Home Win,11,5,23,7,12,11,6,10,2,54%,1,0,2,493,421,85%,4,1,6,1,5,1,8,1,3,46%,1,0,7,436,360,83%,,,10.0,6.0,3.0,3.0,1.0,1.0,11.5,1.0,6.0,11.0,0.0,1.0,4.0,-1.5
868001,2022-09-04 15:30:00+00:00,P. Tierney,Old Trafford,Manchester,Manchester United,Arsenal,3,1,Home Win,6,3,10,1,7,3,13,2,4,40%,3,0,2,310,242,78%,3,8,16,5,9,7,9,5,0,60%,3,0,3,465,388,83%,,,9.0,5.0,7.0,3.0,0.0,2.0,8.0,15.0,13.0,4.0,5.0,0.0,0.0,19.5
868023,2022-09-16 19:00:00+00:00,J. Gillett,The City Ground,"Nottingham, Nottinghamshire",Nottingham Forest,Fulham,2,3,Away Win,3,5,11,3,7,4,11,2,2,41%,2,0,4,375,279,74%,7,3,15,5,10,5,10,10,1,59%,4,0,1,555,460,83%,,,4.0,4.0,12.0,1.0,1.0,3.0,0.0,7.0,7.0,7.0,2.0,1.0,2.0,7.0
868016,2022-09-16 19:00:00+00:00,T. Harrington,Villa Park,Birmingham,Aston Villa,Southampton,1,0,Home Win,3,3,11,5,6,5,13,6,1,53%,3,0,1,420,312,74%,1,3,7,3,3,4,13,3,0,47%,1,0,2,376,277,74%,,,4.0,5.0,8.0,1.0,1.0,3.0,2.5,7.0,6.0,6.0,2.0,1.0,2.0,7.0
868025,2022-09-17 11:30:00+00:00,A. Taylor,Molineux Stadium,"Wolverhampton, West Midlands",Wolves,Manchester City,0,3,Away Win,1,4,6,1,3,3,7,5,0,41%,2,1,4,422,353,84%,7,5,16,4,6,10,9,7,1,59%,1,0,1,622,563,91%,,,6.0,2.0,2.0,1.0,3.0,1.0,6.0,11.0,18.0,6.0,3.0,2.0,0.0,17.0
868022,2022-09-17 14:00:00+00:00,C. Pawson,St. James' Park,Newcastle upon Tyne,Newcastle,Bournemouth,1,1,Draw,7,8,20,5,13,7,10,8,3,72%,2,0,2,643,556,86%,3,5,10,2,5,5,11,1,1,28%,2,0,6,245,165,67%,,,4.0,5.0,6.0,0.0,4.0,1.0,3.5,4.0,3.0,18.0,1.0,1.0,3.0,-3.5
868024,2022-09-17 16:30:00+00:00,S. Hooper,Tottenham Hotspur Stadium,London,Tottenham,Leicester,6,2,Home Win,11,2,16,3,10,6,9,6,1,44%,1,0,5,482,403,84%,7,7,19,5,8,11,9,1,0,56%,2,0,5,632,552,87%,,,11.0,8.0,4.0,3.0,2.0,0.0,13.0,0.0,6.0,14.0,0.0,0.0,5.0,-4.0
868017,2022-09-18 11:00:00+00:00,D. Coote,Gtech Community Stadium,"Brentford, Middlesex",Brentford,Arsenal,0,3,Away Win,2,3,5,0,4,1,10,3,3,36%,0,0,4,321,238,74%,7,4,13,2,8,5,10,3,1,64%,2,0,2,592,509,86%,,,8.0,13.0,7.0,2.0,2.0,1.0,11.0,12.0,12.0,7.0,4.0,0.0,1.0,14.5
