Fixture ID,Date,Referee,Venue,City,Home Team,Away Team,Home Team Goals,Away Team Goals,Result,Home Shots on Goal,Home Shots off Goal,Home Total Shots,Home Blocked Shots,Home Shots insidebox,Home Shots outsidebox,Home Fouls,Home Corner Kicks,Home Offsides,Home Ball Possession,Home Yellow Cards,Home Red Cards,Home Goalkeeper Saves,Home Total passes,Home Passes accurate,Home Passes %,Home expected_goals,Away Shots on Goal,Away Shots off Goal,Away Total Shots,Away Blocked Shots,Away Shots insidebox,Away Shots outsidebox,Away Fouls,Away Corner Kicks,Away Offsides,Away Ball Possession,Away Yellow Cards,Away Red Cards,Away Goalkeeper Saves,Away Total passes,Away Passes accurate,Away Passes %,Away expected_goals,Home_Points,Home_Goals_Scored,Home_Goals_Conceded,Home_Wins,Home_Draws,Home_Losses,Home_Form_Score,Away_Points,Away_Goals_Scored,Away_Goals_Conceded,Away_Wins,Away_Draws,Away_Losses,Away_Form_Score
1035087,2023-09-24 13:00:00+00:00,R. Jones,Emirates Stadium,London,Arsenal,Tottenham,2,2,Draw,6,4,13,3,8,5,12,11,2,47%,3,0,3,377,317,84%,2.03,5,4,13,4,9,4,19,4,3,53%,4,0,4,449,385,86%,1.46,13.0,9.0,4.0,4.0,1.0,0.0,15.5,13.0,13.0,5.0,4.0,1.0,0.0,17.0
1035091,2023-09-24 13:00:00+00:00,J. Gillett,Stamford Bridge,London,Chelsea,Aston Villa,0,1,Away Win,4,2,10,4,7,3,9,5,10,53%,2,1,6,443,380,86%,1.33,7,3,15,5,10,5,11,11,1,47%,3,0,4,388,328,85%,1.07,5.0,5.0,5.0,1.0,2.0,2.0,5.0,9.0,11.0,10.0,3.0,0.0,2.0,9.5
1035089,2023-09-24 13:00:00+00:00,J. Brooks,The American Express Community Stadium,"Falmer, East Sussex",Brighton,Bournemouth,3,1,Home Win,4,3,13,6,8,5,12,4,1,62%,3,0,2,519,449,87%,1.85,4,4,12,4,8,4,17,4,1,38%,3,0,2,325,249,77%,1.14,12.0,15.0,7.0,4.0,0.0,1.0,16.0,3.0,4.0,8.0,0.0,3.0,2.0,1.0
1035096,2023-09-24 15:30:00+00:00,S. Attwell,Bramall Lane,Sheffield,Sheffield Utd,Newcastle,0,8,Away Win,1,4,9,4,7,2,12,2,3,42%,4,0,7,444,349,79%,0.94,15,3,22,4,17,5,8,5,1,58%,0,0,1,602,522,87%,3.92,1.0,5.0,9.0,0.0,1.0,4.0,-1.0,6.0,8.0,7.0,2.0,0.0,3.0,6.5
1035098,2023-09-30 11:30:00+00:00,A. Madley,Villa Park,Birmingham,Aston Villa,Brighton,6,1,Home Win,9,4,19,6,14,5,19,1,0,38%,4,0,2,320,250,78%,1.58,3,3,11,5,8,3,21,3,6,62%,4,0,4,518,461,89%,1.71,12.0,11.0,5.0,4.0,0.0,1.0,15.0,12.0,14.0,7.0,4.0,0.0,1.0,15.5
1035105,2023-09-30 14:00:00+00:00,G. Scott,London Stadium,London,West Ham,Sheffield Utd,2,0,Home Win,9,8,20,3,17,3,6,7,2,52%,1,0,2,494,424,86%,2.14,2,6,16,8,11,5,9,4,3,48%,1,0,6,441,364,83%,1.07,9.0,10.0,9.0,3.0,0.0,2.0,9.5,1.0,5.0,16.0,0.0,1.0,4.0,-4.5
1035099,2023-09-30 14:00:00+00:00,A. Taylor,Goodison Park,Liverpool,Everton,Luton,1,2,Away Win,5,14,23,4,16,7,8,3,2,68%,0,0,0,576,459,80%,2.9,2,4,9,3,8,1,10,6,3,32%,1,0,3,275,146,53%,0.89,4.0,5.0,9.0,1.0,1.0,3.0,2.0,1.0,3.0,11.0,0.0,1.0,4.0,-3.0
1035106,2023-09-30 14:00:00+00:00,C. Pawson,Molineux Stadium,"Wolverhampton, West Midlands",Wolves,Manchester City,2,1,Home Win,1,0,3,2,3,0,18,0,2,32%,5,0,7,282,215,76%,0.47,8,5,23,10,12,11,12,6,0,68%,4,0,0,597,526,88%,0.87,4.0,6.0,11.0,1.0,1.0,3.0,1.5,15.0,13.0,3.0,5.0,0.0,0.0,20.0
1035101,2023-09-30 14:00:00+00:00,C. Kavanagh,Old Trafford,Manchester,Manchester United,Crystal Palace,0,1,Away Win,4,8,19,7,15,4,10,10,2,77%,3,0,1,741,653,88%,1.3,2,4,8,2,5,3,8,4,0,23%,2,0,3,221,148,67%,0.9,6.0,6.0,10.0,2.0,0.0,3.0,4.0,5.0,5.0,7.0,1.0,2.0,2.0,4.0
1035102,2023-09-30 14:00:00+00:00,T. Bramall,St. James' Park,Newcastle upon Tyne,Newcastle,Burnley,2,0,Home Win,8,6,20,6,14,6,7,5,1,53%,1,0,2,510,414,81%,3.19,2,1,8,5,6,2,15,3,3,47%,3,0,6,463,364,79%,0.65,6.0,11.0,6.0,2.0,0.0,3.0,8.5,1.0,4.0,13.0,0.0,1.0,4.0,-3.5
1035097,2023-09-30 14:00:00+00:00,M. Salisbury,Vitality Stadium,"Bournemouth, Dorset",Bournemouth,Arsenal,0,4,Away Win,1,3,8,4,7,1,11,6,2,42%,0,0,4,389,317,81%,0.65,8,3,15,4,14,1,10,6,0,58%,1,0,1,545,481,88%,3.43,2.0,4.0,10.0,0.0,2.0,3.0,-1.0,11.0,9.0,5.0,3.0,2.0,0.0,13.0
1035104,2023-09-30 16:30:00+00:00,S. Hooper,Tottenham Hotspur Stadium,London,Tottenham,Liverpool,2,1,Home Win,8,4,24,12,10,14,11,11,4,65%,5,0,3,662,603,91%,2.23,4,5,12,3,9,3,17,5,1,35%,6,2,8,364,281,77%,1.31,13.0,13.0,5.0,4.0,1.0,0.0,17.0,15.0,14.0,4.0,5.0,0.0,0.0,20.0
1035103,2023-10-01 13:00:00+00:00,P. Tierney,The City Ground,"Nottingham, Nottinghamshire",Nottingham Forest,Brentford,1,1,Draw,1,4,6,1,5,1,6,1,2,41%,3,1,3,407,320,79%,0.46,5,6,18,7,15,3,10,11,1,59%,2,0,0,578,491,85%,1.66,7.0,6.0,7.0,2.0,1.0,2.0,6.5,5.0,7.0,7.0,1.0,2.0,2.0,5.0
1035100,2023-10-02 19:00:00+00:00,T. Robinson,Craven Cottage,London,Fulham,Chelsea,0,2,Away Win,3,4,10,3,9,1,15,8,2,56%,1,0,2,561,493,88%,1.09,4,6,11,1,8,3,12,1,4,44%,4,0,3,462,395,85%,1.7,5.0,4.0,10.0,1.0,2.0,2.0,2.0,4.0,4.0,5.0,1.0,1.0,3.0,3.5
1035051,2023-10-03 18:30:00+00:00,P. Bankes,Kenilworth Road,"Luton, Bedfordshire",Luton,Burnley,1,2,Away Win,3,10,18,5,15,3,14,7,3,49%,4,0,2,370,254,69%,1.34,4,8,14,2,7,7,6,6,3,51%,2,0,1,412,295,72%,1.11,4.0,4.0,8.0,1.0,1.0,3.0,2.0,1.0,4.0,12.0,0.0,1.0,4.0,-3.0
1035113,2023-10-07 11:30:00+00:00,J. Brooks,Kenilworth Road,"Luton, Bedfordshire",Luton,Tottenham,0,1,Away Win,2,6,12,4,8,4,16,5,4,33%,2,0,3,252,170,67%,0.76,4,9,15,2,10,5,7,6,4,67%,3,1,2,553,473,86%,1.96,4.0,5.0,7.0,1.0,1.0,3.0,3.0,13.0,13.0,6.0,4.0,1.0,0.0,16.5
1035111,2023-10-07 14:00:00+00:00,D. Coote,Goodison Park,Liverpool,Everton,Bournemouth,3,0,Home Win,8,11,25,6,16,9,14,8,2,47%,1,0,3,386,301,78%,2.49,4,3,11,4,7,4,15,7,0,53%,2,0,5,434,344,79%,0.69,4.0,6.0,7.0,1.0,1.0,3.0,3.5,2.0,3.0,11.0,0.0,2.0,3.0,-2.0
1035109,2023-10-07 14:00:00+00:00,S. Attwell,Turf Moor,Burnley,Burnley,Chelsea,1,4,Away Win,3,3,10,4,5,5,11,7,4,38%,2,0,2,390,328,84%,0.76,5,2,9,2,6,3,8,3,2,62%,4,0,2,664,613,92%,1.86,4.0,5.0,10.0,1.0,1.0,3.0,1.5,7.0,5.0,2.0,2.0,1.0,2.0,8.5
1035114,2023-10-07 14:00:00+00:00,A. Madley,Old Trafford,Manchester,Manchester United,Brentford,2,1,Home Win,8,9,21,4,14,7,10,7,4,64%,0,0,2,557,488,88%,1.43,3,7,11,1,6,5,17,5,0,36%,5,0,6,326,235,72%,0.95,6.0,6.0,9.0,2.0,0.0,3.0,4.5,3.0,5.0,8.0,0.0,3.0,2.0,1.5
1035112,2023-10-07 14:00:00+00:00,S. Barrott,Craven Cottage,London,Fulham,Sheffield Utd,3,1,Home Win,6,8,20,6,9,11,8,9,2,60%,1,0,2,517,414,80%,2.21,2,2,5,1,3,2,10,4,1,40%,2,0,4,342,237,69%,0.57,5.0,4.0,9.0,1.0,2.0,2.0,2.5,1.0,4.0,16.0,0.0,1.0,4.0,-5.0
1035110,2023-10-07 16:30:00+00:00,C. Pawson,Selhurst Park,London,Crystal Palace,Nottingham Forest,0,0,Draw,2,4,8,2,7,1,7,3,0,52%,0,0,5,528,463,88%,0.81,5,7,16,4,11,5,12,7,2,48%,1,0,2,482,421,87%,1.05,8.0,6.0,6.0,2.0,2.0,1.0,8.0,5.0,5.0,7.0,1.0,2.0,2.0,4.0
1035116,2023-10-08 13:00:00+00:00,R. Jones,Molineux Stadium,"Wolverhampton, West Midlands",Wolves,Aston Villa,1,1,Draw,3,3,8,2,6,2,19,2,3,46%,5,1,3,358,283,79%,1.68,4,8,18,6,13,5,9,10,1,54%,2,0,2,395,330,84%,1.61,7.0,7.0,8.0,2.0,1.0,2.0,6.5,12.0,13.0,6.0,4.0,0.0,1.0,15.5
1035115,2023-10-08 13:00:00+00:00,P. Bankes,London Stadium,London,West Ham,Newcastle,2,2,Draw,3,2,5,0,3,2,11,4,2,35%,3,0,1,318,229,72%,1.16,3,6,10,1,8,2,18,2,1,65%,3,0,1,603,520,86%,2.01,9.0,9.0,8.0,3.0,0.0,2.0,9.5,9.0,13.0,5.0,3.0,0.0,2.0,13.0
1035108,2023-10-08 13:00:00+00:00,A. Taylor,The American Express Community Stadium,"Falmer, East Sussex",Brighton,Liverpool,2,2,Draw,3,5,14,6,8,6,12,8,1,46%,1,0,2,418,355,85%,2.32,4,5,14,5,10,4,20,1,0,54%,2,0,1,498,432,87%,2.35,9.0,11.0,12.0,3.0,0.0,2.0,8.5,12.0,12.0,5.0,4.0,0.0,1.0,15.5
1035107,2023-10-08 15:30:00+00:00,M. Oliver,Emirates Stadium,London,Arsenal,Manchester City,1,0,Home Win,2,6,12,4,6,6,8,5,2,49%,2,0,0,500,433,87%,0.39,1,2,4,1,3,1,7,4,0,51%,3,0,1,521,451,87%,0.48,11.0,12.0,5.0,3.0,2.0,0.0,14.5,12.0,13.0,5.0,4.0,0.0,1.0,16.0
1035121,2023-10-21 11:30:00+00:00,C. Pawson,Anfield,Liverpool,Liverpool,Everton,2,0,Home Win,6,9,26,11,13,13,9,12,2,78%,1,0,1,742,649,87%,2.23,1,4,6,1,1,5,9,4,1,22%,3,1,4,213,112,53%,0.13,10.0,12.0,6.0,3.0,1.0,1.0,13.0,7.0,9.0,6.0,2.0,1.0,2.0,8.5
1035119,2023-10-21 14:00:00+00:00,J. Smith,Gtech Community Stadium,"Brentford, Middlesex",Brentford,Burnley,3,0,Home Win,10,8,23,5,16,7,14,5,2,50%,5,0,1,443,350,79%,3.24,1,4,6,1,3,3,12,5,2,50%,4,1,6,437,361,83%,1.14,2.0,5.0,9.0,0.0,2.0,3.0,0.0,4.0,4.0,9.0,1.0,1.0,3.0,1.5
1035124,2023-10-21 14:00:00+00:00,S. Barrott,The City Ground,"Nottingham, Nottinghamshire",Nottingham Forest,Luton,2,2,Draw,8,9,19,2,17,2,12,4,2,57%,3,0,2,494,378,77%,2.97,4,5,13,4,9,4,11,2,0,43%,0,0,6,361,251,70%,1.71,6.0,3.0,4.0,1.0,3.0,1.0,5.5,4.0,4.0,6.0,1.0,1.0,3.0,3.0
1035117,2023-10-21 14:00:00+00:00,P. Tierney,Vitality Stadium,"Bournemouth, Dorset",Bournemouth,Wolves,1,2,Away Win,4,1,7,2,4,3,15,3,0,34%,2,1,5,303,228,75%,0.63,7,8,21,6,15,6,10,12,1,66%,6,0,3,598,511,85%,2.35,2.0,3.0,12.0,0.0,2.0,3.0,-2.5,5.0,7.0,9.0,1.0,2.0,2.0,4.0
1035123,2023-10-21 14:00:00+00:00,T. Robinson,St. James' Park,Newcastle upon Tyne,Newcastle,Crystal Palace,4,0,Home Win,7,3,10,0,9,1,7,6,0,60%,2,0,3,573,495,86%,2.39,3,10,17,4,10,7,12,8,1,40%,3,0,3,389,308,79%,1.21,10.0,14.0,5.0,3.0,1.0,1.0,14.5,8.0,5.0,5.0,2.0,2.0,1.0,8.0
1035122,2023-10-21 14:00:00+00:00,R. Jones,Etihad Stadium,Manchester,Manchester City,Brighton,2,1,Home Win,6,4,10,0,6,4,9,2,2,55%,4,1,2,609,546,90%,0.75,3,2,5,0,4,1,11,2,1,45%,2,0,3,506,443,88%,0.83,9.0,11.0,5.0,3.0,0.0,2.0,12.0,10.0,12.0,11.0,3.0,1.0,1.0,10.5
1035120,2023-10-21 16:30:00+00:00,C. Kavanagh,Stamford Bridge,London,Chelsea,Arsenal,2,2,Draw,5,4,11,2,6,5,7,2,2,43%,3,0,1,443,364,82%,1.35,3,5,13,5,9,4,14,7,1,57%,3,0,3,570,482,85%,0.99,7.0,6.0,3.0,2.0,1.0,2.0,8.5,13.0,11.0,3.0,4.0,1.0,0.0,17.0
1035125,2023-10-21 19:00:00+00:00,M. Oliver,Bramall Lane,Sheffield,Sheffield Utd,Manchester United,1,2,Away Win,6,3,12,3,6,6,12,5,3,38%,3,0,3,332,225,68%,1.42,5,6,14,3,5,9,10,4,4,62%,1,0,5,556,449,81%,1.1,1.0,4.0,17.0,0.0,1.0,4.0,-5.5,6.0,5.0,8.0,2.0,0.0,3.0,4.5
1035118,2023-10-22 15:30:00+00:00,D. Coote,Villa Park,Birmingham,Aston Villa,West Ham,4,1,Home Win,7,6,15,2,9,6,8,8,2,58%,0,0,3,501,444,89%,1.94,4,3,14,7,9,5,15,7,3,42%,1,0,3,350,288,82%,1.16,10.0,11.0,6.0,3.0,1.0,1.0,12.5,7.0,8.0,9.0,2.0,1.0,2.0,6.5
1035126,2023-10-23 19:00:00+00:00,A. Taylor,Tottenham Hotspur Stadium,London,Tottenham,Fulham,2,0,Home Win,5,4,15,6,10,5,10,3,4,56%,2,0,3,593,518,87%,1.53,3,4,10,3,7,3,14,5,6,44%,0,0,3,463,391,84%,1.03,13.0,12.0,6.0,4.0,1.0,0.0,16.0,7.0,5.0,8.0,2.0,1.0,2.0,5.5
1035132,2023-10-27 19:00:00+00:00,A. Madley,Selhurst Park,London,Crystal Palace,Tottenham,1,2,Away Win,3,4,13,6,8,5,19,11,1,24%,2,0,0,219,147,67%,0.64,1,4,10,5,4,6,11,2,3,76%,1,0,2,728,666,91%,1.12,5.0,2.0,7.0,1.0,2.0,2.0,2.5,13.0,9.0,4.0,4.0,1.0,0.0,15.5
1035131,2023-10-28 11:30:00+00:00,S. Hooper,Stamford Bridge,London,Chelsea,Brentford,0,2,Away Win,2,8,17,7,12,5,12,10,0,69%,1,0,3,730,652,89%,2.03,5,1,7,1,7,0,7,1,0,31%,4,0,2,333,244,73%,2.16,8.0,8.0,4.0,2.0,2.0,1.0,10.0,4.0,6.0,7.0,1.0,1.0,3.0,3.5
1035128,2023-10-28 14:00:00+00:00,T. Robinson,Emirates Stadium,London,Arsenal,Sheffield Utd,5,0,Home Win,8,2,13,3,10,3,9,6,1,67%,0,0,0,659,598,91%,2.77,0,1,2,1,0,2,13,1,1,33%,3,0,2,323,241,75%,0.03,11.0,10.0,4.0,3.0,2.0,0.0,14.0,0.0,3.0,17.0,0.0,0.0,5.0,-7.0
1035127,2023-10-28 14:00:00+00:00,S. Barrott,Vitality Stadium,"Bournemouth, Dorset",Bournemouth,Burnley,2,1,Home Win,6,4,13,3,8,5,9,10,3,44%,2,0,3,366,277,76%,1.11,3,2,6,1,3,3,12,5,1,56%,3,0,4,470,373,79%,0.83,1.0,2.0,12.0,0.0,1.0,4.0,-4.0,3.0,3.0,11.0,1.0,0.0,4.0,-1.0
1035136,2023-10-28 16:30:00+00:00,A. Taylor,Molineux Stadium,"Wolverhampton, West Midlands",Wolves,Newcastle,2,2,Draw,6,2,11,3,6,5,13,8,2,43%,1,0,2,393,321,82%,0.89,5,3,13,5,11,2,15,7,0,57%,4,0,4,516,445,86%,2.19,8.0,7.0,7.0,2.0,2.0,1.0,8.0,13.0,17.0,2.0,4.0,1.0,0.0,20.5
1035135,2023-10-29 13:00:00+00:00,S. Attwell,London Stadium,London,West Ham,Everton,0,1,Away Win,2,8,12,2,8,4,7,4,1,64%,4,0,3,649,542,84%,0.66,4,4,10,2,6,4,11,3,3,36%,1,0,2,365,275,75%,0.82,4.0,7.0,12.0,1.0,1.0,3.0,1.5,6.0,7.0,6.0,2.0,0.0,3.0,6.5
1035133,2023-10-29 14:00:00+00:00,C. Kavanagh,Anfield,Liverpool,Liverpool,Nottingham Forest,3,0,Home Win,8,9,21,4,10,11,9,8,1,73%,2,0,1,728,654,90%,3.19,1,4,9,4,7,2,13,3,3,27%,3,0,5,266,193,73%,0.45,10.0,11.0,6.0,3.0,1.0,1.0,12.5,4.0,4.0,6.0,0.0,4.0,1.0,3.0
1035130,2023-10-29 14:00:00+00:00,M. Salisbury,The American Express Community Stadium,"Falmer, East Sussex",Brighton,Fulham,1,1,Draw,7,8,18,3,10,8,12,7,0,71%,0,0,4,823,746,91%,1.43,5,4,10,1,5,5,8,3,1,29%,3,0,5,331,261,79%,0.71,7.0,10.0,12.0,2.0,1.0,2.0,6.0,7.0,4.0,5.0,2.0,1.0,2.0,6.5
1035129,2023-10-29 14:00:00+00:00,J. Brooks,Villa Park,Birmingham,Aston Villa,Luton,3,1,Home Win,6,5,17,6,13,4,11,6,0,71%,3,0,1,617,558,90%,2.28,1,2,7,4,5,2,10,4,6,29%,2,0,4,243,188,77%,0.48,13.0,15.0,4.0,4.0,1.0,0.0,18.5,5.0,6.0,7.0,1.0,2.0,2.0,4.5
1035134,2023-10-29 15:30:00+00:00,P. Tierney,Old Trafford,Manchester,Manchester United,Manchester City,0,3,Away Win,3,3,7,1,6,1,9,7,4,40%,4,0,7,391,316,81%,0.95,10,6,21,5,12,9,5,12,0,60%,1,0,3,605,542,90%,4.0,9.0,6.0,6.0,3.0,0.0,2.0,9.0,9.0,8.0,5.0,3.0,0.0,2.0,10.5
1035140,2023-11-04 12:30:00+00:00,J. Brooks,Craven Cottage,London,Fulham,Manchester United,0,1,Away Win,3,8,18,7,9,9,9,9,1,45%,5,0,4,363,260,72%,1.01,5,5,12,2,6,6,15,4,2,55%,2,0,2,454,357,79%,0.69,5.0,4.0,6.0,1.0,2.0,2.0,4.0,9.0,5.0,6.0,3.0,0.0,2.0,8.5
1035138,2023-11-04 15:00:00+00:00,P. Bankes,Turf Moor,Burnley,Burnley,Crystal Palace,0,2,Away Win,5,10,17,2,15,2,9,12,2,68%,0,0,1,591,500,85%,1.12,3,0,4,1,3,1,12,1,0,32%,5,0,5,296,214,72%,1.3,3.0,4.0,12.0,1.0,0.0,4.0,-1.0,5.0,2.0,6.0,1.0,2.0,2.0,3.0
1035139,2023-11-04 15:00:00+00:00,T. Robinson,Goodison Park,Liverpool,Everton,Brighton,1,1,Draw,4,4,10,2,6,4,15,3,0,20%,4,0,2,208,129,62%,0.71,2,4,7,1,5,2,5,3,3,80%,2,0,3,866,778,90%,0.51,9.0,8.0,5.0,3.0,0.0,2.0,10.5,5.0,8.0,12.0,1.0,2.0,2.0,3.0
1035142,2023-11-04 15:00:00+00:00,C. Pawson,Etihad Stadium,Manchester,Manchester City,Bournemouth,6,1,Home Win,8,6,21,7,12,9,8,12,0,65%,0,0,0,731,680,93%,1.95,1,3,5,1,5,0,9,1,2,35%,1,0,2,395,339,86%,0.91,9.0,8.0,4.0,3.0,0.0,2.0,11.0,3.0,4.0,13.0,1.0,0.0,4.0,-1.5
1035137,2023-11-04 15:00:00+00:00,T. Bramall,Gtech Community Stadium,"Brentford, Middlesex",Brentford,West Ham,3,2,Home Win,4,6,16,6,10,6,12,4,2,59%,1,0,0,560,450,80%,1.63,2,8,12,2,9,3,14,3,0,41%,4,0,2,373,265,71%,1.82,7.0,8.0,6.0,2.0,1.0,2.0,8.0,4.0,6.0,10.0,1.0,1.0,3.0,2.0
1035145,2023-11-04 15:00:00+00:00,R. Jones,Bramall Lane,Sheffield,Sheffield Utd,Wolves,2,1,Home Win,2,6,11,3,4,7,13,4,0,38%,2,0,2,300,201,67%,1.05,3,5,10,2,7,3,10,4,3,62%,3,0,0,501,407,81%,1.33,0.0,2.0,20.0,0.0,0.0,5.0,-9.0,9.0,8.0,6.0,2.0,3.0,0.0,10.0
1035143,2023-11-04 17:30:00+00:00,S. Attwell,St. James' Park,Newcastle upon Tyne,Newcastle,Arsenal,1,0,Home Win,2,3,9,4,5,4,14,0,2,41%,5,0,1,342,271,79%,1.04,1,4,14,9,5,9,9,11,1,59%,1,0,0,484,408,84%,0.57,11.0,18.0,4.0,3.0,2.0,0.0,18.0,11.0,14.0,4.0,3.0,2.0,0.0,16.0
1035144,2023-11-05 14:00:00+00:00,J. Gillett,The City Ground,"Nottingham, Nottinghamshire",Nottingham Forest,Aston Villa,2,0,Home Win,3,2,5,0,2,3,6,0,9,27%,1,0,3,240,172,72%,0.38,3,6,13,4,11,2,9,10,1,73%,1,0,1,654,598,91%,1.23,3.0,3.0,8.0,0.0,3.0,2.0,0.5,13.0,15.0,4.0,4.0,1.0,0.0,18.5
1035141,2023-11-05 16:30:00+00:00,A. Madley,Kenilworth Road,"Luton, Bedfordshire",Luton,Liverpool,1,1,Draw,5,2,8,1,5,3,7,4,1,26%,1,0,5,229,135,59%,0.81,6,12,24,6,15,9,13,7,1,74%,1,0,4,659,581,88%,2.85,4.0,6.0,9.0,1.0,1.0,3.0,2.5,10.0,11.0,5.0,3.0,1.0,1.0,13.0
1035146,2023-11-06 20:00:00+00:00,M. Oliver,Tottenham Hotspur Stadium,London,Tottenham,Chelsea,1,4,Away Win,5,1,8,2,5,3,12,1,3,39%,3,2,3,317,252,79%,0.89,8,7,17,2,13,4,21,6,7,61%,5,0,4,502,436,87%,4.12,13.0,9.0,4.0,4.0,1.0,0.0,15.5,7.0,8.0,6.0,2.0,1.0,2.0,8.0
1035156,2023-11-11 12:30:00+00:00,T. Robinson,Molineux Stadium,"Wolverhampton, West Midlands",Wolves,Tottenham,2,1,Home Win,4,6,17,7,10,7,19,11,4,42%,4,0,1,430,364,85%,2.15,2,2,6,2,3,3,15,3,1,58%,3,0,2,628,551,88%,0.7,8.0,8.0,7.0,2.0,2.0,1.0,8.5,12.0,8.0,6.0,4.0,0.0,1.0,13.0
1035154,2023-11-11 15:00:00+00:00,G. Scott,Old Trafford,Manchester,Manchester United,Luton,1,0,Home Win,4,8,15,3,11,4,9,11,1,65%,0,0,4,576,501,87%,2.18,4,2,10,4,4,6,11,3,1,35%,2,0,3,321,254,79%,0.41,9.0,5.0,6.0,3.0,0.0,2.0,8.5,2.0,5.0,9.0,0.0,2.0,3.0,0.0
1035148,2023-11-11 15:00:00+00:00,M. Oliver,Emirates Stadium,London,Arsenal,Burnley,3,1,Home Win,6,6,16,4,12,4,8,13,3,64%,0,1,4,561,480,86%,1.95,5,3,8,0,4,4,9,3,2,36%,1,0,3,334,265,79%,0.32,10.0,12.0,3.0,3.0,1.0,1.0,14.5,3.0,4.0,12.0,1.0,0.0,4.0,-1.0
1035152,2023-11-11 15:00:00+00:00,S. Barrott,Selhurst Park,London,Crystal Palace,Everton,2,3,Away Win,4,3,13,6,10,3,9,9,4,67%,1,0,1,658,573,87%,2.17,4,3,8,1,5,3,18,2,0,33%,4,0,3,310,226,73%,1.53,7.0,4.0,6.0,2.0,1.0,2.0,6.0,7.0,6.0,5.0,2.0,1.0,2.0,7.5
1035147,2023-11-11 17:30:00+00:00,C. Kavanagh,Vitality Stadium,"Bournemouth, Dorset",Bournemouth,Newcastle,2,0,Home Win,10,6,19,3,15,4,10,6,0,48%,2,0,5,422,331,78%,2.46,5,3,8,0,4,4,4,5,2,52%,1,0,8,469,377,80%,0.49,3.0,4.0,16.0,1.0,0.0,4.0,-3.0,11.0,11.0,4.0,3.0,2.0,0.0,14.5
1035153,2023-11-12 14:00:00+00:00,P. Tierney,Anfield,Liverpool,Liverpool,Brentford,3,0,Home Win,10,4,17,3,7,10,16,6,2,58%,1,0,3,504,415,82%,1.71,3,9,16,4,9,7,12,8,2,42%,2,0,8,354,269,76%,1.68,8.0,9.0,5.0,2.0,2.0,1.0,10.0,10.0,10.0,5.0,3.0,1.0,1.0,12.5
1035155,2023-11-12 14:00:00+00:00,M. Salisbury,London Stadium,London,West Ham,Nottingham Forest,3,2,Home Win,6,4,16,6,8,8,9,9,1,54%,2,0,3,516,439,85%,1.8,5,2,10,3,8,2,12,4,0,46%,2,0,3,438,356,81%,1.69,4.0,7.0,10.0,1.0,1.0,3.0,2.5,6.0,5.0,6.0,1.0,3.0,1.0,5.5
1035150,2023-11-12 14:00:00+00:00,J. Brooks,The American Express Community Stadium,"Falmer, East Sussex",Brighton,Sheffield Utd,1,1,Draw,6,4,11,1,8,3,13,6,3,61%,3,1,1,627,544,87%,1.53,1,6,9,2,4,5,16,3,1,39%,2,0,5,396,311,79%,1.07,3.0,6.0,12.0,0.0,3.0,2.0,0.0,3.0,4.0,13.0,1.0,0.0,4.0,-1.5
1035149,2023-11-12 14:00:00+00:00,S. Hooper,Villa Park,Birmingham,Aston Villa,Fulham,3,1,Home Win,6,5,12,1,9,3,4,2,3,51%,2,0,4,511,425,83%,3.08,5,4,9,0,5,4,17,2,7,49%,5,0,4,489,413,84%,0.93,10.0,14.0,6.0,3.0,1.0,1.0,14.0,4.0,4.0,7.0,1.0,1.0,3.0,2.5
1035151,2023-11-12 16:30:00+00:00,A. Taylor,Stamford Bridge,London,Chelsea,Manchester City,4,4,Draw,9,3,17,5,11,6,13,3,1,45%,5,0,6,444,377,85%,2.95,10,3,15,2,11,4,15,3,0,55%,3,0,5,531,477,90%,2.88,10.0,12.0,6.0,3.0,1.0,1.0,13.0,9.0,12.0,5.0,3.0,0.0,2.0,12.5
1035299,2023-11-25 12:30:00+00:00,C. Kavanagh,Etihad Stadium,Manchester,Manchester City,Liverpool,1,1,Draw,5,4,16,7,11,5,9,9,3,60%,1,0,2,614,559,91%,1.36,3,3,8,2,6,2,11,6,4,40%,3,0,4,414,338,82%,0.56,10.0,15.0,7.0,3.0,1.0,1.0,14.0,11.0,11.0,3.0,3.0,2.0,0.0,15.0
1035300,2023-11-25 15:00:00+00:00,S. Hooper,St. James' Park,Newcastle upon Tyne,Newcastle,Chelsea,4,1,Home Win,5,4,14,5,9,5,13,4,0,54%,4,0,3,482,416,86%,2.36,4,3,7,0,4,3,19,2,0,46%,6,1,1,423,356,84%,0.53,8.0,9.0,6.0,2.0,2.0,1.0,9.5,8.0,14.0,10.0,2.0,2.0,1.0,10.0
1035295,2023-11-25 15:00:00+00:00,S. Barrott,Turf Moor,Burnley,Burnley,West Ham,1,2,Away Win,5,6,11,0,8,3,11,4,2,51%,1,0,2,496,409,82%,1.26,3,3,11,5,10,1,7,5,1,49%,3,0,4,473,359,76%,0.9,0.0,3.0,14.0,0.0,0.0,5.0,-5.5,4.0,8.0,12.0,1.0,1.0,3.0,2.0
