Fixture ID,Date,Referee,Venue,City,Home Team,Away Team,Home Team Goals,Away Team Goals,Result,Home Shots on Goal,Home Shots off Goal,Home Total Shots,Home Blocked Shots,Home Shots insidebox,Home Shots outsidebox,Home Fouls,Home Corner Kicks,Home Offsides,Home Ball Possession,Home Yellow Cards,Home Red Cards,Home Goalkeeper Saves,Home Total passes,Home Passes accurate,Home Passes %,Away Shots on Goal,Away Shots off Goal,Away Total Shots,Away Blocked Shots,Away Shots insidebox,Away Shots outsidebox,Away Fouls,Away Corner Kicks,Away Offsides,Away Ball Possession,Away Yellow Cards,Away Red Cards,Away Goalkeeper Saves,Away Total passes,Away Passes accurate,Away Passes %,Home expected_goals,Away expected_goals,Home_Points,Home_Goals_Scored,Home_Goals_Conceded,Home_Wins,Home_Draws,Home_Losses,Home_Form_Score,Away_Points,Away_Goals_Scored,Away_Goals_Conceded,Away_Wins,Away_Draws,Away_Losses,Away_Form_Score
17686,2016-08-19 19:00:00+00:00,"Anthony Taylor, England",Old Trafford,Manchester,Manchester United,Southampton,2,0,Home Win,5,6,12,1,7,5,11,4,2,43%,0,0,1,408,340,83%,1,9,13,3,7,6,8,0,2,57%,0,0,3,533,453,85%,0,0,15.0,15.0,5.0,5.0,0.0,0.0,20.0,5.0,5.0,5.0,0.0,5.0,0.0,5.0
17685,2016-08-20 11:30:00+00:00,"Mike Dean, England",bet365 Stadium,Stoke,Stoke City,Manchester City,1,4,Away Win,3,3,8,2,5,3,12,7,3,42%,3,0,2,361,263,73%,6,2,12,4,9,3,13,7,1,58%,4,0,2,493,398,81%,0,0,5.0,5.0,5.0,0.0,5.0,0.0,5.0,15.0,10.0,5.0,5.0,0.0,0.0,17.5
17683,2016-08-20 14:00:00+00:00,"Jonathan Moss, England",Vicarage Road,Watford,Watford,Chelsea,1,2,Away Win,2,2,6,2,3,3,20,0,1,37%,4,0,2,330,251,76%,4,6,13,3,6,7,10,5,2,63%,3,0,1,560,488,87%,0,0,5.0,5.0,5.0,0.0,5.0,0.0,5.0,15.0,10.0,5.0,5.0,0.0,0.0,17.5
17680,2016-08-20 14:00:00+00:00,"Lee Mason, England",Turf Moor,Burnley,Burnley,Liverpool,2,0,Home Win,2,1,3,0,0,3,14,1,3,19%,0,0,5,210,130,62%,5,13,26,8,9,17,5,12,0,81%,1,0,0,848,765,90%,0,0,0.0,0.0,5.0,0.0,0.0,5.0,-2.5,15.0,20.0,15.0,5.0,0.0,0.0,17.5
17682,2016-08-20 14:00:00+00:00,"Michael Oliver, England",White Hart Lane,London,Tottenham,Crystal Palace,1,0,Home Win,5,9,20,6,10,10,19,10,2,56%,3,0,2,440,353,80%,2,6,10,2,4,6,9,4,0,44%,3,0,4,325,234,72%,0,0,5.0,5.0,5.0,0.0,5.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,5.0,-2.5
17684,2016-08-20 14:00:00+00:00,"Neil Swarbrick, England",The Hawthorns,West Bromwich,West Brom,Everton,1,2,Away Win,4,5,11,2,8,3,16,7,0,33%,3,0,5,283,174,61%,7,5,13,1,10,3,10,4,1,67%,1,0,3,580,486,84%,0,0,15.0,5.0,0.0,5.0,0.0,0.0,17.5,5.0,5.0,5.0,0.0,5.0,0.0,5.0
17681,2016-08-20 14:00:00+00:00,"Stuart Attwell, England",Liberty Stadium,Swansea,Swansea,Hull City,0,2,Away Win,3,13,23,7,9,14,7,8,0,56%,0,0,2,563,478,85%,4,3,12,5,9,3,10,3,5,44%,0,0,3,460,362,79%,0,0,15.0,5.0,0.0,5.0,0.0,0.0,17.5,15.0,10.0,5.0,5.0,0.0,0.0,17.5
17679,2016-08-20 16:30:00+00:00,"Mark Clattenburg, England",King Power Stadium,Leicester,Leicester,Arsenal,0,0,Draw,1,2,8,5,3,5,11,2,1,39%,1,0,4,362,256,71%,4,4,13,5,5,8,7,7,2,61%,2,0,1,555,450,81%,0,0,0.0,5.0,10.0,0.0,0.0,5.0,-2.5,0.0,15.0,20.0,0.0,0.0,5.0,-2.5
17678,2016-08-21 12:30:00+00:00,"Martin Atkinson, England",Stadium of Light,Sunderland,Sunderland,Middlesbrough,1,2,Away Win,5,6,18,7,13,5,11,8,2,46%,1,0,1,401,307,77%,3,2,8,3,3,5,14,1,0,54%,1,0,4,476,372,78%,0,0,0.0,5.0,10.0,0.0,0.0,5.0,-2.5,5.0,5.0,5.0,0.0,5.0,0.0,5.0
17677,2016-08-21 15:00:00+00:00,"Craig Pawson, England",London Stadium,London,West Ham,Bournemouth,1,0,Home Win,2,9,16,5,9,7,15,1,1,46%,3,0,5,355,277,78%,5,1,8,2,4,4,15,6,1,54%,3,1,1,410,320,78%,0,0,0.0,5.0,10.0,0.0,0.0,5.0,-2.5,0.0,5.0,15.0,0.0,0.0,5.0,-5.0
17676,2016-08-27 11:30:00+00:00,"Robert Madley, England",White Hart Lane,London,Tottenham,Liverpool,1,1,Draw,4,5,11,2,5,6,11,5,2,49%,3,0,2,419,306,73%,3,4,13,6,10,3,17,5,6,51%,5,0,3,433,325,75%,0,0,10.0,5.0,2.5,2.5,2.5,0.0,11.25,7.5,10.0,12.5,2.5,0.0,2.5,6.25
17671,2016-08-27 14:00:00+00:00,"Mike Dean, England",Selhurst Park,London,Crystal Palace,Bournemouth,1,1,Draw,5,12,24,7,16,8,15,10,5,59%,2,0,2,447,380,85%,3,4,10,3,5,5,10,4,2,41%,1,0,3,326,246,75%,0,0,0.0,0.0,5.0,0.0,0.0,5.0,-2.5,0.0,2.5,10.0,0.0,0.0,5.0,-3.75
17670,2016-08-27 14:00:00+00:00,"Mark Clattenburg, England",Stamford Bridge,London,Chelsea,Burnley,3,0,Home Win,10,7,22,5,14,8,6,9,1,60%,2,0,0,626,545,87%,0,4,6,2,4,2,9,5,2,40%,2,0,6,410,314,77%,0,0,15.0,10.0,5.0,5.0,0.0,0.0,17.5,7.5,5.0,2.5,2.5,0.0,2.5,8.75
17673,2016-08-27 14:00:00+00:00,"Roger East, England",King Power Stadium,Leicester,Leicester,Swansea,2,1,Home Win,6,5,13,2,8,5,14,4,3,52%,2,0,2,408,302,74%,3,5,9,1,4,5,10,6,1,48%,2,0,4,363,260,72%,0,0,2.5,2.5,5.0,0.0,2.5,2.5,1.25,7.5,2.5,5.0,2.5,0.0,2.5,6.25
17674,2016-08-27 14:00:00+00:00,"Lee Mason, England",St. Mary's Stadium,Southampton,Southampton,Sunderland,1,1,Draw,7,5,16,4,1,15,15,5,4,63%,2,0,1,480,391,81%,2,2,5,1,4,1,8,5,2,37%,2,0,6,270,179,66%,0,0,2.5,2.5,7.5,0.0,2.5,2.5,0.0,0.0,5.0,10.0,0.0,0.0,5.0,-2.5
17675,2016-08-27 14:00:00+00:00,"Kevin Friend, England",Vicarage Road,Watford,Watford,Arsenal,1,3,Away Win,6,6,14,2,8,6,18,3,1,45%,6,0,4,397,311,78%,7,2,10,1,6,4,15,2,2,55%,1,0,6,490,411,84%,0,0,2.5,5.0,7.5,0.0,2.5,2.5,1.25,2.5,7.5,10.0,0.0,2.5,2.5,1.25
17672,2016-08-27 14:00:00+00:00,"Michael Oliver, England",Goodison Park,Liverpool,Everton,Stoke City,1,0,Home Win,9,7,21,5,10,12,14,9,3,54%,2,0,1,482,400,83%,1,4,8,3,1,7,11,2,1,46%,1,0,8,395,308,78%,0,0,10.0,7.5,5.0,2.5,2.5,0.0,11.25,2.5,5.0,12.5,0.0,2.5,2.5,-1.25
17669,2016-08-27 16:30:00+00:00,"Jonathan Moss, England",KCOM Stadium,Hull,Hull City,Manchester United,0,1,Away Win,2,4,8,2,2,6,9,1,0,37%,2,0,8,394,305,77%,9,12,29,8,14,15,6,6,1,63%,3,0,2,615,542,88%,0,0,15.0,10.0,2.5,5.0,0.0,0.0,18.75,15.0,12.5,2.5,5.0,0.0,0.0,20.0
17668,2016-08-28 12:30:00+00:00,"Anthony Taylor, England",The Hawthorns,West Bromwich,West Brom,Middlesbrough,0,0,Draw,2,6,13,5,8,5,12,5,1,41%,1,0,2,350,259,74%,2,4,7,1,5,2,11,4,3,59%,3,0,2,515,428,83%,0,0,7.5,5.0,5.0,2.5,0.0,2.5,7.5,10.0,7.5,5.0,2.5,2.5,0.0,11.25
17667,2016-08-28 15:00:00+00:00,"Andre Marriner, England",Etihad Stadium,Manchester,Manchester City,West Ham,3,1,Home Win,5,10,22,7,17,5,5,5,3,67%,1,0,1,587,508,87%,2,5,9,2,7,2,10,4,3,33%,3,0,3,274,196,72%,0,0,15.0,15.0,5.0,5.0,0.0,0.0,20.0,7.5,5.0,5.0,2.5,0.0,2.5,7.5
17666,2016-09-10 11:30:00+00:00,"Mark Clattenburg, England",Old Trafford,Manchester,Manchester United,Manchester City,1,2,Away Win,3,6,14,5,5,9,15,4,3,39%,4,0,4,376,284,76%,6,8,18,4,11,7,10,4,3,61%,2,0,1,593,486,82%,0,0,15.0,10.0,1.6666666666666667,5.0,0.0,0.0,19.166666666666668,15.0,15.0,5.0,5.0,0.0,0.0,20.0
17663,2016-09-10 14:00:00+00:00,"Neil Swarbrick, England",Riverside,Middlesbrough,Middlesbrough,Crystal Palace,1,2,Away Win,4,5,12,3,7,5,5,6,3,57%,1,0,2,526,450,86%,4,4,12,4,6,6,9,6,1,43%,2,0,3,390,306,78%,0,0,8.333333333333334,5.0,3.3333333333333335,1.6666666666666667,3.3333333333333335,0.0,9.166666666666668,1.6666666666666667,1.6666666666666667,5.0,0.0,1.6666666666666667,3.3333333333333335,0.0
17664,2016-09-10 14:00:00+00:00,"Anthony Taylor, England",bet365 Stadium,Stoke,Stoke City,Tottenham,0,4,Away Win,2,7,16,7,9,7,13,10,2,39%,3,0,5,325,233,72%,8,4,20,8,14,6,18,8,0,61%,2,0,2,510,426,84%,0,0,1.6666666666666667,3.3333333333333335,10.0,0.0,1.6666666666666667,3.3333333333333335,-1.6666666666666667,8.333333333333334,5.0,3.3333333333333335,1.6666666666666667,3.3333333333333335,0.0,9.166666666666668
17665,2016-09-10 14:00:00+00:00,"Martin Atkinson, England",London Stadium,London,West Ham,Watford,2,4,Away Win,4,11,19,4,8,11,10,4,2,57%,2,0,4,445,384,86%,8,3,13,2,10,3,15,4,1,43%,2,0,2,325,233,72%,0,0,5.0,5.0,8.333333333333334,1.6666666666666667,0.0,3.3333333333333335,3.3333333333333335,1.6666666666666667,5.0,10.0,0.0,1.6666666666666667,3.3333333333333335,-0.8333333333333334
17662,2016-09-10 14:00:00+00:00,"Paul Tierney, England",Turf Moor,Burnley,Burnley,Hull City,1,1,Draw,2,6,13,5,5,8,13,5,0,39%,2,0,2,394,314,80%,3,8,11,0,5,6,3,9,3,61%,0,0,1,615,528,86%,0,0,5.0,3.3333333333333335,6.666666666666667,1.6666666666666667,0.0,3.3333333333333335,3.3333333333333335,10.0,6.666666666666667,3.3333333333333335,3.3333333333333335,0.0,1.6666666666666667,11.666666666666668
17660,2016-09-10 14:00:00+00:00,"Robert Madley, England",Emirates Stadium,London,Arsenal,Southampton,2,1,Home Win,2,7,17,8,15,2,10,6,0,56%,2,0,5,588,498,85%,5,4,11,2,7,5,8,1,2,44%,5,0,0,457,358,78%,0,0,6.666666666666667,10.0,8.333333333333334,1.6666666666666667,1.6666666666666667,1.6666666666666667,7.5,3.3333333333333335,3.3333333333333335,6.666666666666667,0.0,3.3333333333333335,1.6666666666666667,1.6666666666666667
17661,2016-09-10 14:00:00+00:00,"Kevin Friend, England",Vitality Stadium,Bournemouth,Bournemouth,West Brom,1,0,Home Win,5,5,12,2,8,4,9,10,1,63%,1,0,2,477,399,84%,2,6,12,4,6,6,11,5,1,37%,3,0,4,272,186,68%,0,0,1.6666666666666667,3.3333333333333335,8.333333333333334,0.0,1.6666666666666667,3.3333333333333335,-0.8333333333333334,6.666666666666667,3.3333333333333335,3.3333333333333335,1.6666666666666667,1.6666666666666667,1.6666666666666667,6.666666666666667
17659,2016-09-10 16:30:00+00:00,"Craig Pawson, England",Anfield,Liverpool,Liverpool,Leicester,4,1,Home Win,11,2,17,4,9,8,4,1,3,62%,1,0,2,605,490,81%,3,4,12,5,7,5,8,7,1,38%,2,0,7,351,239,68%,0,0,6.666666666666667,8.333333333333334,10.0,1.6666666666666667,1.6666666666666667,1.6666666666666667,5.833333333333334,6.666666666666667,5.0,5.0,1.6666666666666667,1.6666666666666667,1.6666666666666667,6.666666666666667
17658,2016-09-11 15:00:00+00:00,"Andre Marriner, England",Liberty Stadium,Swansea,Swansea,Chelsea,2,2,Draw,2,2,6,2,3,3,17,1,0,44%,3,0,5,399,313,78%,7,12,28,9,18,10,9,11,3,56%,4,0,0,488,416,85%,0,0,5.0,3.3333333333333335,6.666666666666667,1.6666666666666667,0.0,3.3333333333333335,3.3333333333333335,15.0,11.666666666666668,3.3333333333333335,5.0,0.0,0.0,19.166666666666668
17657,2016-09-12 19:00:00+00:00,"Mike Jones, England",Stadium of Light,Sunderland,Sunderland,Everton,0,3,Away Win,2,1,11,8,7,4,11,5,0,33%,1,0,6,283,209,74%,9,8,20,3,15,5,8,4,1,67%,1,0,2,569,507,89%,0,0,1.6666666666666667,5.0,8.333333333333334,0.0,1.6666666666666667,3.3333333333333335,0.0,11.666666666666668,6.666666666666667,3.3333333333333335,3.3333333333333335,1.6666666666666667,0.0,13.333333333333334
17656,2016-09-16 19:00:00+00:00,"Martin Atkinson, England",Stamford Bridge,London,Chelsea,Liverpool,1,2,Away Win,4,3,12,5,9,3,6,6,6,52%,1,0,3,540,474,88%,5,2,13,6,7,6,13,4,2,48%,1,0,3,497,416,84%,0,0,12.5,11.25,5.0,3.75,1.25,0.0,15.625,8.75,11.25,8.75,2.5,1.25,1.25,10.0
17655,2016-09-17 14:00:00+00:00,"Mark Clattenburg, England",The Hawthorns,West Bromwich,West Brom,West Ham,4,2,Home Win,6,2,8,0,6,2,14,2,1,29%,2,0,3,260,183,70%,5,9,23,9,15,8,6,6,1,71%,1,0,2,622,555,89%,0,0,5.0,2.5,3.75,1.25,1.25,2.5,4.375,3.75,6.25,11.25,1.25,0.0,3.75,1.25
17652,2016-09-17 14:00:00+00:00,"Roger East, England",KCOM Stadium,Hull,Hull City,Arsenal,1,4,Away Win,2,2,6,2,3,3,9,2,3,39%,0,1,6,508,437,86%,9,6,24,9,16,8,12,4,2,61%,2,0,1,801,741,93%,0,0,8.75,6.25,3.75,2.5,1.25,1.25,10.0,8.75,10.0,7.5,2.5,1.25,1.25,10.0
17653,2016-09-17 14:00:00+00:00,"Anthony Taylor, England",King Power Stadium,Leicester,Leicester,Burnley,3,0,Home Win,6,3,14,5,8,7,10,7,2,59%,0,0,2,517,393,76%,2,4,7,1,3,4,9,1,4,41%,1,0,4,361,248,69%,0,0,5.0,5.0,8.75,1.25,1.25,2.5,3.125,5.0,3.75,6.25,1.25,1.25,2.5,3.75
17654,2016-09-17 14:00:00+00:00,"Jonathan Moss, England",Etihad Stadium,Manchester,Manchester City,Bournemouth,4,0,Home Win,11,4,20,5,11,9,8,5,1,64%,1,1,2,591,526,89%,2,3,6,1,3,3,11,5,2,36%,1,0,7,320,249,78%,0,0,15.0,13.75,5.0,5.0,0.0,0.0,19.375,5.0,3.75,6.25,1.25,1.25,2.5,3.75
17651,2016-09-17 16:30:00+00:00,"Lee Mason, England",Goodison Park,Liverpool,Everton,Middlesbrough,3,1,Home Win,6,4,11,1,8,3,5,6,4,52%,2,0,0,544,457,84%,0,3,7,4,2,6,15,3,3,48%,1,0,3,502,409,81%,0,0,12.5,8.75,2.5,3.75,1.25,0.0,15.625,6.25,5.0,5.0,1.25,2.5,1.25,6.25
17650,2016-09-18 11:00:00+00:00,"Michael Oliver, England",Vicarage Road,Watford,Watford,Manchester United,3,1,Home Win,5,3,10,2,6,4,14,5,0,39%,3,0,1,284,182,64%,2,9,15,4,8,7,19,7,2,61%,4,0,2,417,347,83%,0,0,5.0,8.75,10.0,1.25,1.25,2.5,4.375,11.25,8.75,3.75,3.75,0.0,1.25,13.75
17649,2016-09-18 13:15:00+00:00,"Mike Jones, England",St. Mary's Stadium,Southampton,Southampton,Swansea,1,0,Home Win,6,9,19,4,13,6,14,7,5,53%,1,0,3,442,365,83%,3,5,9,1,6,3,9,1,1,47%,1,0,5,402,315,78%,0,0,2.5,3.75,7.5,0.0,2.5,2.5,0.625,5.0,5.0,7.5,1.25,1.25,2.5,3.75
17648,2016-09-18 13:15:00+00:00,"Craig Pawson, England",Selhurst Park,London,Crystal Palace,Stoke City,4,1,Home Win,8,2,14,4,9,5,15,10,2,56%,2,0,3,459,376,82%,4,6,11,1,6,5,9,5,3,44%,1,0,3,350,259,74%,0,0,5.0,3.75,5.0,1.25,1.25,2.5,4.375,1.25,2.5,12.5,0.0,1.25,3.75,-3.75
17647,2016-09-18 15:30:00+00:00,"Mike Dean, England",White Hart Lane,London,Tottenham,Sunderland,1,0,Home Win,9,15,31,7,16,15,7,14,0,73%,1,0,1,613,546,89%,2,3,6,1,5,1,16,1,0,27%,7,1,8,224,140,63%,0,0,10.0,8.75,2.5,2.5,2.5,0.0,13.125,1.25,3.75,10.0,0.0,1.25,3.75,-1.875
17646,2016-09-24 11:30:00+00:00,"Mike Dean, England",Old Trafford,Manchester,Manchester United,Leicester,4,1,Home Win,7,8,16,1,12,4,9,8,4,67%,0,0,2,712,619,87%,3,1,10,6,2,8,12,6,1,33%,2,0,3,336,229,68%,0,0,9.0,8.0,6.0,3.0,0.0,2.0,10.0,7.0,7.0,7.0,2.0,1.0,2.0,7.0
17640,2016-09-24 14:00:00+00:00,"Robert Madley, England",Vitality Stadium,Bournemouth,Bournemouth,Everton,1,0,Home Win,1,7,12,4,6,6,10,5,1,52%,2,0,2,422,332,79%,2,6,13,5,6,7,14,3,2,48%,2,0,0,367,279,76%,0,0,4.0,3.0,9.0,1.0,1.0,3.0,1.0,13.0,10.0,3.0,4.0,1.0,0.0,16.5
17641,2016-09-24 14:00:00+00:00,"Andre Marriner, England",Anfield,Liverpool,Liverpool,Hull City,5,1,Home Win,12,9,32,11,17,15,8,13,0,74%,1,0,0,763,698,91%,1,1,2,0,1,1,8,2,1,26%,2,1,6,263,190,72%,0,0,10.0,11.0,8.0,3.0,1.0,1.0,11.5,7.0,6.0,7.0,2.0,1.0,2.0,6.5
17642,2016-09-24 14:00:00+00:00,"Graham Scott, England",Riverside,Middlesbrough,Middlesbrough,Tottenham,1,2,Away Win,2,2,6,2,5,1,14,2,0,41%,2,0,3,391,286,73%,5,7,19,7,10,9,9,10,3,59%,1,0,1,550,452,82%,0,0,5.0,5.0,7.0,1.0,2.0,2.0,4.0,11.0,8.0,2.0,3.0,2.0,0.0,14.0
17643,2016-09-24 14:00:00+00:00,"Martin Atkinson, England",bet365 Stadium,Stoke,Stoke City,West Brom,1,1,Draw,2,4,12,6,9,3,9,6,1,56%,3,0,2,405,300,74%,3,3,9,3,4,5,13,6,1,44%,4,0,0,319,220,69%,0,0,1.0,3.0,14.0,0.0,1.0,4.0,-4.5,7.0,6.0,5.0,2.0,1.0,2.0,7.5
17645,2016-09-24 14:00:00+00:00,"Neil Swarbrick, England",Liberty Stadium,Swansea,Swansea,Manchester City,1,3,Away Win,5,7,13,1,9,4,15,2,1,41%,2,0,1,391,304,78%,4,9,18,5,11,7,9,7,2,59%,4,0,4,566,482,85%,0,0,4.0,4.0,7.0,1.0,1.0,3.0,2.5,15.0,15.0,4.0,5.0,0.0,0.0,20.5
17644,2016-09-24 14:00:00+00:00,"Anthony Taylor, England",Stadium of Light,Sunderland,Sunderland,Crystal Palace,2,3,Away Win,4,4,11,3,6,5,15,3,3,44%,0,0,1,360,260,72%,4,13,21,4,15,6,12,5,2,56%,2,0,2,450,336,75%,0,0,1.0,3.0,9.0,0.0,1.0,4.0,-2.0,7.0,7.0,5.0,2.0,1.0,2.0,8.0
17639,2016-09-24 16:30:00+00:00,"Michael Oliver, England",Emirates Stadium,London,Arsenal,Chelsea,3,0,Home Win,5,5,14,4,9,5,9,9,5,49%,0,0,2,529,438,83%,2,5,9,2,7,2,11,1,2,51%,2,0,2,538,447,83%,0,0,10.0,12.0,7.0,3.0,1.0,1.0,12.5,10.0,10.0,6.0,3.0,1.0,1.0,12.0
17638,2016-09-25 15:00:00+00:00,"Jonathan Moss, England",London Stadium,London,West Ham,Southampton,0,3,Away Win,1,7,13,5,7,6,9,6,0,45%,5,0,6,370,286,77%,9,5,18,4,15,3,14,2,0,55%,2,0,0,472,386,82%,0,0,3.0,7.0,13.0,1.0,0.0,4.0,0.0,5.0,4.0,6.0,1.0,2.0,2.0,4.0
17637,2016-09-26 19:00:00+00:00,"Mike Jones, England",Turf Moor,Burnley,Burnley,Watford,2,0,Home Win,4,3,13,6,10,3,11,7,5,43%,1,0,2,349,241,69%,2,4,12,6,5,7,15,6,0,57%,3,0,2,469,348,74%,0,0,4.0,3.0,8.0,1.0,1.0,3.0,1.5,7.0,10.0,9.0,2.0,1.0,2.0,7.5
17636,2016-09-30 19:00:00+00:00,"Jonathan Moss, England",Goodison Park,Liverpool,Everton,Crystal Palace,1,1,Draw,3,6,13,4,9,4,16,10,3,56%,5,0,1,398,299,75%,2,2,10,6,5,5,11,9,1,44%,4,0,1,297,200,67%,0,0,12.0,9.0,3.0,4.0,0.0,1.0,15.0,10.0,10.0,6.0,3.0,1.0,1.0,12.0
17635,2016-10-01 11:30:00+00:00,"Michael Oliver, England",Liberty Stadium,Swansea,Swansea,Liverpool,1,2,Away Win,3,4,8,1,6,2,11,3,1,40%,2,0,5,406,306,75%,6,3,18,9,10,8,9,10,2,60%,2,0,2,595,495,83%,0,0,1.0,4.0,10.0,0.0,1.0,4.0,-2.0,10.0,12.0,6.0,3.0,1.0,1.0,13.0
17633,2016-10-01 14:00:00+00:00,"Mike Dean, England",Vicarage Road,Watford,Watford,Bournemouth,2,2,Draw,7,5,17,5,9,8,17,4,0,48%,3,0,0,349,270,77%,2,6,11,3,4,7,12,5,2,52%,4,0,5,382,299,78%,0,0,6.0,9.0,10.0,2.0,0.0,3.0,5.5,7.0,3.0,6.0,2.0,1.0,2.0,5.5
17634,2016-10-01 14:00:00+00:00,"Neil Swarbrick, England",London Stadium,London,West Ham,Middlesbrough,1,1,Draw,2,11,19,6,10,9,13,4,5,40%,2,0,1,327,246,75%,3,4,9,2,7,2,12,5,2,60%,3,0,1,482,384,80%,0,0,3.0,6.0,14.0,1.0,0.0,4.0,-1.0,4.0,5.0,8.0,1.0,1.0,3.0,2.5
17631,2016-10-01 14:00:00+00:00,"Anthony Taylor, England",KCOM Stadium,Hull,Hull City,Chelsea,0,2,Away Win,2,3,8,3,3,5,13,5,1,40%,2,0,6,385,302,78%,9,9,22,4,13,9,15,7,0,60%,2,0,2,554,460,83%,0,0,4.0,5.0,11.0,1.0,1.0,3.0,1.0,7.0,8.0,8.0,2.0,1.0,2.0,7.0
