Home_Points,Home_Goals_Scored,Home_Goals_Conceded,Home_Wins,Home_Draws,Home_Losses,Home_Form_Score,Away_Points,Away_Goals_Scored,Away_Goals_Conceded,Away_Wins,Away_Draws,Away_Losses,Away_Form_Score,Home Shots on Goal,Away Shots on Goal,Home Corner Kicks,Away Corner Kicks,Home Ball Possession,Away Ball Possession,Home Yellow Cards,Away Yellow Cards,Home Red Cards,Away Red Cards,Home Offsides,Away Offsides,Home expected_goals,Away expected_goals,Home Team_LabelEnc,Away Team_LabelEnc
4.0,4.0,6.0,1.0,1.0,3.0,3.0,6.0,5.0,5.0,1.0,3.0,1.0,6.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,39
5.0,3.0,4.0,1.0,2.0,2.0,4.5,5.0,4.0,5.0,1.0,2.0,2.0,4.5,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,38
9.0,8.0,6.0,3.0,0.0,2.0,10.0,7.0,11.0,8.0,2.0,1.0,2.0,8.5,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,25
8.0,9.0,8.0,2.0,2.0,1.0,8.5,9.0,7.0,8.0,3.0,0.0,2.0,8.5,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,22
7.0,6.0,7.0,2.0,1.0,2.0,6.5,10.0,6.0,2.0,3.0,1.0,1.0,12.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,11
3.0,3.0,7.0,1.0,0.0,4.0,1.0,5.0,5.0,6.0,1.0,2.0,2.0,4.5,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,2
7.0,7.0,9.0,2.0,1.0,2.0,6.0,8.0,4.0,5.0,2.0,2.0,1.0,7.5,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,33
10.0,11.0,6.0,3.0,1.0,1.0,12.5,4.0,4.0,6.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,3
10.0,6.0,3.0,3.0,1.0,1.0,11.5,5.0,6.0,6.0,1.0,2.0,2.0,5.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,14
3.0,2.0,4.0,0.0,3.0,2.0,2.0,7.0,8.0,9.0,2.0,1.0,2.0,6.5,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4
4.0,4.0,8.0,1.0,1.0,3.0,2.0,9.0,6.0,4.0,3.0,0.0,2.0,10.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,0
