Fixture ID,Date,Referee,Venue,City,Home Team,Away Team,Home Team Goals,Away Team Goals,Result,Home Shots on Goal,Home Shots off Goal,Home Total Shots,Home Blocked Shots,Home Shots insidebox,Home Shots outsidebox,Home Fouls,Home Corner Kicks,Home Offsides,Home Ball Possession,Home Yellow Cards,Home Red Cards,Home Goalkeeper Saves,Home Total passes,Home Passes accurate,Home Passes %,Away Shots on Goal,Away Shots off Goal,Away Total Shots,Away Blocked Shots,Away Shots insidebox,Away Shots outsidebox,Away Fouls,Away Corner Kicks,Away Offsides,Away Ball Possession,Away Yellow Cards,Away Red Cards,Away Goalkeeper Saves,Away Total passes,Away Passes accurate,Away Passes %,Home expected_goals,Away expected_goals
11899,2017-08-19T14:00:00+00:00,"Kevin Friend, England",Anfield,Liverpool,Liverpool,Crystal Palace,1,0,Home Win,13,5,23,5,13,10,12,4,2,72%,1,0,1,712,603,85%,1,2,4,1,3,1,13,2,4,28%,3,0,12,273,181,66%,0,0
11900,2017-08-19T14:00:00+00:00,"Lee Mason, England",St. Mary's Stadium,Southampton,Southampton,West Ham,3,2,Home Win,5,6,14,3,7,7,18,7,1,66%,1,0,6,569,487,86%,8,6,16,2,13,3,10,2,0,34%,1,1,2,287,192,67%,0,0
11897,2017-08-19T14:00:00+00:00,"Martin Atkinson, England",Turf Moor,Burnley,Burnley,West Brom,0,1,Away Win,0,15,20,5,11,9,11,5,1,67%,1,0,0,471,374,79%,1,5,8,2,5,3,11,5,3,33%,0,1,0,228,127,56%,0,0
11898,2017-08-19T14:00:00+00:00,"Lee Probert, England",King Power Stadium,Leicester,Leicester,Brighton,2,0,Home Win,4,4,14,6,7,7,8,6,1,45%,1,0,2,427,332,78%,2,0,5,3,1,4,10,2,2,55%,0,0,2,526,435,83%,0,0
11895,2017-08-19T16:30:00+00:00,"Andre Marriner, England",bet365 Stadium,Stoke,Stoke City,Arsenal,1,0,Home Win,4,5,11,2,9,2,6,2,4,22%,0,0,6,213,137,64%,6,6,18,6,9,9,11,9,3,78%,0,0,3,731,639,87%,0,0
11894,2017-08-20T12:30:00+00:00,"Craig Pawson, England",John Smith's Stadium,Huddersfield,Huddersfield,Newcastle,1,0,Home Win,3,3,7,1,3,4,13,7,4,52%,3,0,5,456,353,77%,5,3,13,5,9,4,10,3,5,48%,4,0,2,415,296,71%,0,0
11893,2017-08-20T15:00:00+00:00,"Anthony Taylor, England",Wembley Stadium,London,Tottenham,Chelsea,1,2,Away Win,6,6,18,6,11,8,14,14,0,67%,4,0,0,592,501,85%,2,4,9,3,6,3,21,3,0,33%,3,0,6,280,195,70%,0,0
11892,2017-08-21T19:00:00+00:00,"Robert Madley, England",Etihad Stadium,Manchester,Manchester City,Everton,1,1,Draw,6,9,19,4,10,9,7,7,0,65%,3,1,1,560,461,82%,2,5,7,0,4,3,9,1,3,35%,4,1,5,301,198,66%,0,0
11891,2017-08-26T11:30:00+00:00,"Mike Dean, England",Vitality Stadium,Bournemouth,Bournemouth,Manchester City,1,2,Away Win,3,3,9,3,5,4,13,2,0,29%,5,0,6,258,152,59%,8,7,19,4,13,6,14,5,3,71%,6,1,2,604,524,87%,0,0
11889,2017-08-26T14:00:00+00:00,"Neil Swarbrick, England",St James' Park,Newcastle upon Tyne,Newcastle,West Ham,3,0,Home Win,8,6,17,3,10,7,17,7,0,37%,1,0,3,271,169,62%,3,5,8,0,3,5,11,5,2,63%,3,0,5,473,358,76%,0,0
11888,2017-08-26T14:00:00+00:00,"Stuart Attwell, England",John Smith's Stadium,Huddersfield,Huddersfield,Southampton,0,0,Draw,6,4,16,6,12,4,10,5,0,44%,0,0,2,378,265,70%,3,3,6,0,3,3,10,4,3,56%,1,0,6,502,382,76%,0,0
11890,2017-08-26T14:00:00+00:00,"Graham Scott, England",Vicarage Road,Watford,Watford,Brighton,0,0,Draw,0,5,8,3,4,4,7,3,0,42%,0,1,2,334,244,73%,2,8,16,6,10,6,18,11,5,58%,1,0,0,433,359,83%,0,0
11887,2017-08-26T14:00:00+00:00,"Andre Marriner, England",Selhurst Park,London,Crystal Palace,Swansea,0,2,Away Win,3,12,16,1,7,9,9,1,0,53%,4,0,1,504,416,83%,3,2,7,2,5,2,6,1,3,47%,1,0,3,464,369,80%,0,0
11886,2017-08-26T16:30:00+00:00,"Michael Oliver, England",Old Trafford,Manchester,Manchester United,Leicester,2,0,Home Win,7,7,22,8,12,10,8,9,2,69%,1,0,4,662,576,87%,4,5,11,2,5,6,7,3,3,31%,2,0,5,300,208,69%,0,0
11884,2017-08-27T12:30:00+00:00,"Jonathan Moss, England",Stamford Bridge,London,Chelsea,Everton,2,0,Home Win,7,4,18,7,8,10,12,6,0,56%,2,0,0,583,500,86%,0,5,7,2,3,4,7,3,0,44%,2,0,5,437,355,81%,0,0
11885,2017-08-27T12:30:00+00:00,"Anthony Taylor, England",The Hawthorns,West Bromwich,West Brom,Stoke City,1,1,Draw,2,8,10,0,8,2,10,10,2,42%,2,0,1,314,239,76%,2,9,16,5,8,8,9,4,0,58%,2,0,1,438,380,87%,0,0
11882,2017-08-27T15:00:00+00:00,"Craig Pawson, England",Anfield,Liverpool,Liverpool,Arsenal,4,0,Home Win,10,5,18,3,13,5,6,4,3,48%,2,0,0,507,411,81%,0,6,8,2,5,3,9,3,5,52%,4,0,7,539,438,81%,0,0
11883,2017-08-27T15:00:00+00:00,"Lee Mason, England",Wembley Stadium,London,Tottenham,Burnley,1,1,Draw,5,6,28,17,15,13,9,10,1,67%,0,0,2,588,503,86%,3,8,13,2,11,2,9,7,6,33%,0,0,4,272,193,71%,0,0
11881,2017-09-09T11:30:00+00:00,"Jonathan Moss, England",Etihad Stadium,Manchester,Manchester City,Liverpool,5,0,Home Win,10,3,13,0,10,3,10,8,5,66%,2,0,3,730,658,90%,3,2,7,2,2,5,9,3,2,34%,2,1,6,372,288,77%,0,0
11880,2017-09-09T14:00:00+00:00,"Lee Probert, England",St. Mary's Stadium,Southampton,Southampton,Watford,0,2,Away Win,1,3,9,5,4,5,8,7,2,52%,0,0,1,423,304,72%,3,5,12,4,4,8,11,4,1,48%,0,0,1,384,276,72%,0,0
11876,2017-09-09T14:00:00+00:00,"Anthony Taylor, England",Emirates Stadium,London,Arsenal,Bournemouth,3,0,Home Win,9,4,17,4,11,6,14,10,4,58%,0,0,2,583,464,80%,2,5,7,0,6,1,10,3,0,42%,1,0,6,401,291,73%,0,0
11878,2017-09-09T14:00:00+00:00,"Graham Scott, England",Goodison Park,Liverpool,Everton,Tottenham,0,3,Away Win,1,5,12,6,10,2,14,7,4,50%,3,0,3,464,375,81%,6,6,15,3,10,5,14,3,3,50%,1,0,1,458,367,80%,0,0
11879,2017-09-09T14:00:00+00:00,"Lee Mason, England",King Power Stadium,Leicester,Leicester,Chelsea,1,2,Away Win,2,3,8,3,4,4,11,2,1,40%,1,0,4,347,259,75%,6,5,16,5,9,7,8,9,3,60%,0,0,1,521,434,83%,0,0
11877,2017-09-09T14:00:00+00:00,"Chris Kavanagh, England",American Express Community Stadium,Falmer,Brighton,West Brom,3,1,Home Win,6,3,12,3,3,9,9,2,1,48%,2,0,2,448,363,81%,3,6,12,3,5,7,4,6,1,52%,0,0,3,461,377,82%,0,0
11875,2017-09-09T16:30:00+00:00,"Neil Swarbrick, England",bet365 Stadium,Stoke,Stoke City,Manchester United,2,2,Draw,5,4,10,1,6,4,10,5,1,36%,0,0,7,332,252,76%,8,5,18,5,11,7,10,11,4,64%,0,0,3,564,490,87%,0,0
11874,2017-09-10T12:30:00+00:00,"Michael Oliver, England",Turf Moor,Burnley,Burnley,Crystal Palace,1,0,Home Win,2,2,4,0,3,1,7,3,8,35%,1,0,3,254,160,63%,4,6,23,13,12,11,14,13,1,65%,1,0,1,450,342,76%,0,0
11873,2017-09-10T15:00:00+00:00,"Mike Jones, England",Liberty Stadium,Swansea,Swansea,Newcastle,0,1,Away Win,4,5,10,1,7,3,11,7,1,61%,2,0,7,525,424,81%,8,3,16,5,7,9,15,5,0,39%,3,0,3,329,240,73%,0,0
11872,2017-09-11T19:00:00+00:00,"Kevin Friend, England",London Stadium,London,West Ham,Huddersfield,2,0,Home Win,3,10,19,6,10,9,11,10,0,43%,1,0,2,311,216,69%,2,1,10,7,4,6,14,3,1,57%,2,0,2,426,330,77%,0,0
11871,2017-09-15T19:00:00+00:00,"Craig Pawson, England",Vitality Stadium,Bournemouth,Bournemouth,Brighton,2,1,Home Win,3,5,15,7,5,10,5,6,1,62%,0,0,0,647,573,89%,2,5,9,2,5,4,12,4,1,38%,0,0,1,390,290,74%,0,0
11870,2017-09-16T11:30:00+00:00,"Robert Madley, England",Selhurst Park,London,Crystal Palace,Southampton,0,1,Away Win,3,9,14,2,10,4,14,5,0,45%,5,0,3,410,311,76%,4,4,13,5,8,5,13,5,1,55%,1,0,3,503,404,80%,0,0
11867,2017-09-16T14:00:00+00:00,"Stuart Attwell, England",St James' Park,Newcastle upon Tyne,Newcastle,Stoke City,2,1,Home Win,3,6,14,5,8,6,13,7,2,42%,3,0,3,291,207,71%,4,7,13,2,7,6,11,5,1,58%,1,0,1,405,304,75%,0,0
11865,2017-09-16T14:00:00+00:00,"Jonathan Moss, England",John Smith's Stadium,Huddersfield,Huddersfield,Leicester,1,1,Draw,3,6,15,6,7,8,6,8,3,59%,1,0,0,486,383,79%,1,4,10,5,7,3,6,4,1,41%,1,0,2,344,247,72%,0,0
11868,2017-09-16T14:00:00+00:00,"Anthony Taylor, England",Vicarage Road,Watford,Watford,Manchester City,0,6,Away Win,1,5,7,1,5,2,8,3,2,32%,2,0,4,312,236,76%,10,10,28,8,18,10,6,11,0,68%,0,0,1,637,576,90%,0,0
11866,2017-09-16T14:00:00+00:00,"Roger East, England",Anfield,Liverpool,Liverpool,Burnley,1,1,Draw,9,14,35,12,18,17,7,12,1,71%,1,0,2,676,581,86%,4,1,5,0,4,1,9,2,5,29%,2,0,8,277,183,66%,0,0
11869,2017-09-16T14:00:00+00:00,"Paul Tierney, England",The Hawthorns,West Bromwich,West Brom,West Ham,0,0,Draw,1,3,6,2,4,2,15,2,3,36%,2,0,1,290,212,73%,1,5,9,3,4,5,7,3,2,64%,2,0,1,487,414,85%,0,0
11864,2017-09-16T16:30:00+00:00,"Mike Dean, England",Wembley Stadium,London,Tottenham,Swansea,0,0,Draw,8,14,26,4,10,16,11,11,0,74%,1,0,0,757,674,89%,0,4,4,0,2,2,9,1,0,26%,3,0,8,257,164,64%,0,0
11863,2017-09-17T12:30:00+00:00,"Michael Oliver, England",Stamford Bridge,London,Chelsea,Arsenal,0,0,Draw,4,3,13,6,7,6,11,5,4,50%,2,1,2,532,416,78%,2,5,11,4,6,5,15,1,2,50%,3,0,4,520,411,79%,0,0
11862,2017-09-17T15:00:00+00:00,"Andre Marriner, England",Old Trafford,Manchester,Manchester United,Everton,4,0,Home Win,7,5,16,4,12,4,15,4,2,49%,1,0,3,476,403,85%,3,2,7,2,5,2,14,1,3,51%,1,0,3,510,415,81%,0,0
11861,2017-09-23T11:30:00+00:00,"Michael Oliver, England",London Stadium,London,West Ham,Tottenham,2,3,Away Win,4,5,10,1,6,4,10,4,6,48%,4,0,2,367,261,71%,5,7,15,3,7,8,20,3,5,52%,4,1,2,394,293,74%,0,0
11858,2017-09-23T14:00:00+00:00,"Craig Pawson, England",St. Mary's Stadium,Southampton,Southampton,Manchester United,0,1,Away Win,4,6,14,4,8,6,12,8,3,60%,1,0,3,544,453,83%,4,3,9,2,6,3,9,4,2,40%,4,0,3,368,288,78%,0,0
11855,2017-09-23T14:00:00+00:00,"Chris Kavanagh, England",Turf Moor,Burnley,Burnley,Huddersfield,0,0,Draw,2,1,4,1,1,3,9,3,5,52%,3,0,2,456,333,73%,2,5,9,2,2,7,14,4,3,48%,2,0,3,417,316,76%,0,0
11856,2017-09-23T14:00:00+00:00,"Martin Atkinson, England",Goodison Park,Liverpool,Everton,Bournemouth,2,1,Home Win,3,5,12,4,9,3,12,4,3,50%,3,0,3,426,334,78%,4,2,8,2,3,5,11,6,1,50%,1,0,0,415,321,77%,0,0
11857,2017-09-23T14:00:00+00:00,"Neil Swarbrick, England",Etihad Stadium,Manchester,Manchester City,Crystal Palace,5,0,Home Win,9,7,25,9,21,4,6,8,0,71%,3,0,0,724,656,91%,0,2,5,3,2,3,7,2,1,29%,1,0,4,281,205,73%,0,0
11859,2017-09-23T14:00:00+00:00,"Mike Dean, England",bet365 Stadium,Stoke,Stoke City,Chelsea,0,4,Away Win,2,7,13,4,7,6,5,5,0,44%,2,0,0,407,319,78%,4,3,7,0,6,1,14,0,1,56%,2,0,2,547,466,85%,0,0
11860,2017-09-23T14:00:00+00:00,"Lee Mason, England",Liberty Stadium,Swansea,Swansea,Watford,1,2,Away Win,3,3,10,4,8,2,9,5,0,50%,1,0,2,429,323,75%,4,2,8,2,4,4,16,4,3,50%,3,0,2,433,340,79%,0,0
11854,2017-09-23T16:30:00+00:00,"Anthony Taylor, England",King Power Stadium,Leicester,Leicester,Liverpool,2,3,Away Win,7,2,12,3,9,3,13,3,4,43%,3,0,3,360,237,66%,6,9,23,8,13,10,14,6,1,57%,3,0,5,486,352,72%,0,0
11853,2017-09-24T15:00:00+00:00,"Andre Marriner, England",American Express Community Stadium,Falmer,Brighton,Newcastle,1,0,Home Win,3,2,7,2,5,2,6,2,1,48%,2,0,5,438,339,77%,5,7,17,5,9,8,8,8,0,52%,1,0,2,458,365,80%,0,0
11852,2017-09-25T19:00:00+00:00,"Robert Madley, England",Emirates Stadium,London,Arsenal,West Brom,2,0,Home Win,6,6,16,4,10,6,8,7,0,69%,1,0,2,615,537,87%,3,3,7,1,4,3,17,4,0,31%,4,0,4,272,188,69%,0,0
11851,2017-09-30T11:30:00+00:00,"Neil Swarbrick, England",John Smith's Stadium,Huddersfield,Huddersfield,Tottenham,0,4,Away Win,1,2,6,3,2,4,7,4,4,40%,1,0,3,368,269,73%,7,5,14,2,10,4,4,7,2,60%,1,0,1,558,452,81%,0,0
11847,2017-09-30T14:00:00+00:00,"Mike Dean, England",Old Trafford,Manchester,Manchester United,Crystal Palace,4,0,Home Win,7,6,18,5,14,4,6,6,2,59%,0,0,1,566,474,84%,1,4,6,1,4,2,9,5,1,41%,0,0,3,377,295,78%,0,0
11846,2017-09-30T14:00:00+00:00,"Graham Scott, England",Vitality Stadium,Bournemouth,Bournemouth,Leicester,0,0,Draw,4,10,19,5,10,9,6,7,1,60%,1,0,1,540,436,81%,1,4,8,3,2,6,10,5,3,40%,0,0,4,347,221,64%,0,0
11850,2017-09-30T14:00:00+00:00,"Roger East, England",London Stadium,London,West Ham,Swansea,1,0,Home Win,4,3,9,2,7,2,15,2,1,43%,3,0,1,375,287,77%,1,3,6,2,1,5,13,1,0,57%,2,0,3,501,412,82%,0,0
11849,2017-09-30T14:00:00+00:00,"Michael Oliver, England",The Hawthorns,West Bromwich,West Brom,Watford,2,2,Draw,4,3,9,2,7,2,12,7,1,34%,3,0,1,295,205,69%,3,6,15,6,9,6,11,6,1,66%,0,0,2,552,464,84%,0,0
11848,2017-09-30T14:00:00+00:00,"Mike Jones, England",bet365 Stadium,Stoke,Stoke City,Southampton,2,1,Home Win,6,1,17,10,11,6,11,5,1,29%,1,0,2,262,171,65%,3,12,21,6,16,5,10,6,3,71%,2,0,5,620,533,86%,0,0
11845,2017-09-30T16:30:00+00:00,"Martin Atkinson, England",Stamford Bridge,London,Chelsea,Manchester City,0,1,Away Win,2,2,4,0,4,0,8,4,8,38%,0,0,4,395,311,79%,6,6,17,5,12,5,13,8,0,62%,2,0,2,653,578,89%,0,0
11844,2017-10-01T11:00:00+00:00,"Kevin Friend, England",Emirates Stadium,London,Arsenal,Brighton,2,0,Home Win,11,8,25,6,14,11,7,6,2,65%,0,0,1,697,612,88%,1,5,9,3,4,5,8,5,3,35%,2,0,6,357,269,75%,0,0
11843,2017-10-01T13:15:00+00:00,"Jonathan Moss, England",Goodison Park,Liverpool,Everton,Burnley,0,1,Away Win,4,13,25,8,10,15,14,9,1,63%,2,0,1,501,398,79%,2,1,5,2,5,0,7,3,1,37%,2,0,4,295,179,61%,0,0
11842,2017-10-01T15:30:00+00:00,"Craig Pawson, England",St James' Park,Newcastle upon Tyne,Newcastle,Liverpool,1,1,Draw,5,1,8,2,2,6,11,1,1,32%,1,0,1,295,196,66%,2,9,17,6,10,7,6,5,2,68%,1,0,4,613,515,84%,0,0
11841,2017-10-14T11:30:00+00:00,"Martin Atkinson, England",Anfield,Liverpool,Liverpool,Manchester United,0,0,Draw,5,8,19,6,11,8,7,7,3,62%,0,0,1,580,500,86%,1,2,6,3,2,4,13,3,1,38%,2,0,5,354,267,75%,0,0
11836,2017-10-14T14:00:00+00:00,"Stuart Attwell, England",Turf Moor,Burnley,Burnley,West Ham,1,1,Draw,5,8,20,7,8,12,11,7,2,62%,2,0,5,454,356,78%,6,1,8,1,3,5,14,4,1,38%,4,1,4,285,189,66%,0,0
11840,2017-10-14T14:00:00+00:00,"Robert Madley, England",Wembley Stadium,London,Tottenham,Bournemouth,1,0,Home Win,6,4,18,8,9,9,9,9,3,72%,1,0,2,688,613,89%,1,3,5,1,4,1,7,5,1,28%,3,0,5,254,169,67%,0,0
11838,2017-10-14T14:00:00+00:00,"Craig Pawson, England",Etihad Stadium,Manchester,Manchester City,Stoke City,7,2,Home Win,11,9,20,0,12,8,5,5,2,79%,0,0,0,892,814,91%,1,3,5,1,4,2,8,0,1,21%,1,0,4,231,152,66%,0,0
11837,2017-10-14T14:00:00+00:00,"Andre Marriner, England",Selhurst Park,London,Crystal Palace,Chelsea,2,1,Home Win,5,6,14,3,9,6,7,5,1,43%,2,0,4,431,309,72%,5,6,15,4,6,9,6,8,6,57%,1,0,4,559,459,82%,0,0
11839,2017-10-14T14:00:00+00:00,"Paul Tierney, England",Liberty Stadium,Swansea,Swansea,Huddersfield,2,0,Home Win,3,2,7,2,5,2,12,5,1,40%,1,0,2,360,280,78%,2,1,7,4,4,3,16,3,0,60%,5,0,1,539,458,85%,0,0
11835,2017-10-14T16:30:00+00:00,"Neil Swarbrick, England",Vicarage Road,Watford,Watford,Arsenal,2,1,Home Win,2,6,11,3,7,4,8,2,1,46%,1,0,5,465,365,78%,6,3,9,0,5,4,10,5,0,54%,0,0,0,552,442,80%,0,0
11834,2017-10-15T12:30:00+00:00,"Michael Oliver, England",American Express Community Stadium,Falmer,Brighton,Everton,1,1,Draw,3,3,12,6,8,4,12,7,5,46%,4,0,5,385,285,74%,6,5,13,2,7,6,10,1,1,54%,1,0,2,451,354,78%,0,0
11833,2017-10-15T15:00:00+00:00,"Kevin Friend, England",St. Mary's Stadium,Southampton,Southampton,Newcastle,2,2,Draw,2,6,12,4,7,5,11,3,1,61%,1,0,2,583,495,85%,5,8,19,6,12,7,12,8,0,39%,2,0,0,347,260,75%,0,0
11832,2017-10-16T19:00:00+00:00,"Mike Dean, England",King Power Stadium,Leicester,Leicester,West Brom,1,1,Draw,3,4,11,4,8,3,13,4,1,57%,2,0,0,486,367,76%,1,3,5,1,1,4,6,1,1,43%,2,0,2,378,271,72%,0,0
11831,2017-10-20T19:00:00+00:00,"Martin Atkinson, England",London Stadium,London,West Ham,Brighton,0,3,Away Win,2,5,16,9,8,8,5,10,3,65%,1,0,2,604,506,84%,5,1,7,1,5,2,13,3,1,35%,0,0,2,337,251,74%,0,0
11830,2017-10-21T11:30:00+00:00,"Jonathan Moss, England",Stamford Bridge,London,Chelsea,Watford,4,2,Home Win,8,5,14,1,6,8,13,6,6,52%,2,0,3,462,377,82%,5,6,16,5,9,7,16,6,3,48%,3,0,4,406,324,80%,0,0
11827,2017-10-21T14:00:00+00:00,"Stuart Attwell, England",St James' Park,Newcastle upon Tyne,Newcastle,Crystal Palace,1,0,Home Win,3,1,7,3,3,4,12,3,0,55%,4,0,0,453,361,80%,0,7,10,3,7,3,14,5,1,45%,2,0,2,365,261,72%,0,0
11825,2017-10-21T14:00:00+00:00,"Lee Mason, England",John Smith's Stadium,Huddersfield,Huddersfield,Manchester United,2,1,Home Win,3,0,5,2,4,1,10,4,2,22%,4,0,2,210,116,55%,3,3,9,3,6,3,12,7,3,78%,2,0,1,741,643,87%,0,0
11826,2017-10-21T14:00:00+00:00,"Roger East, England",Etihad Stadium,Manchester,Manchester City,Burnley,3,0,Home Win,10,4,15,1,12,3,10,4,1,77%,2,0,0,803,723,90%,0,3,6,3,1,5,6,5,2,23%,3,0,7,227,150,66%,0,0
11828,2017-10-21T14:00:00+00:00,"Lee Probert, England",bet365 Stadium,Stoke,Stoke City,Bournemouth,1,2,Away Win,3,6,11,2,9,2,17,8,4,52%,0,0,1,407,287,71%,3,3,7,1,5,2,10,3,1,48%,1,0,2,391,282,72%,0,0
11829,2017-10-21T14:00:00+00:00,"Michael Oliver, England",Liberty Stadium,Swansea,Swansea,Leicester,1,2,Away Win,4,8,19,7,7,12,6,7,0,55%,0,0,5,463,379,82%,6,3,11,2,6,6,9,6,3,45%,1,0,3,381,276,72%,0,0
11824,2017-10-21T16:30:00+00:00,"Graham Scott, England",St. Mary's Stadium,Southampton,Southampton,West Brom,1,0,Home Win,6,11,20,3,11,9,10,8,2,65%,0,0,2,589,492,84%,2,4,7,1,2,5,8,3,1,35%,1,0,5,307,206,67%,0,0
11823,2017-10-22T12:30:00+00:00,"Craig Pawson, England",Goodison Park,Liverpool,Everton,Arsenal,2,5,Away Win,3,4,9,2,6,3,14,0,2,32%,3,1,9,287,199,69%,14,8,30,8,21,9,14,7,1,68%,1,0,1,616,516,84%,0,0
11822,2017-10-22T15:00:00+00:00,"Andre Marriner, England",Wembley Stadium,London,Tottenham,Liverpool,4,1,Home Win,6,5,14,3,11,3,2,3,1,36%,0,0,6,359,274,76%,7,1,12,4,4,8,8,5,2,64%,1,0,1,629,545,87%,0,0
11821,2017-10-28T11:30:00+00:00,"Jonathan Moss, England",Old Trafford,Manchester,Manchester United,Tottenham,1,0,Home Win,3,5,11,3,8,3,12,6,2,44%,1,0,4,405,283,70%,4,5,13,4,6,7,14,3,1,56%,0,0,2,509,394,77%,0,0
11819,2017-10-28T14:00:00+00:00,"Michael Oliver, England",Vicarage Road,Watford,Watford,Stoke City,0,1,Away Win,0,7,15,8,11,4,10,8,4,70%,4,0,1,561,456,81%,2,3,6,1,2,4,9,1,2,30%,4,0,0,249,150,60%,0,0
11818,2017-10-28T14:00:00+00:00,"Kevin Friend, England",Anfield,Liverpool,Liverpool,Huddersfield,3,0,Home Win,8,6,16,2,12,4,10,9,0,73%,0,0,0,766,660,86%,0,1,1,0,0,1,8,2,1,27%,1,0,5,280,174,62%,0,0
11816,2017-10-28T14:00:00+00:00,"Lee Mason, England",Emirates Stadium,London,Arsenal,Swansea,2,1,Home Win,5,8,17,4,12,5,9,5,2,72%,0,0,1,805,701,87%,2,2,4,0,3,1,9,2,1,28%,0,0,3,300,218,73%,0,0
11817,2017-10-28T14:00:00+00:00,"Robert Madley, England",Selhurst Park,London,Crystal Palace,West Ham,2,2,Draw,9,8,20,3,16,4,18,11,3,55%,1,0,0,410,316,77%,2,3,6,1,4,2,15,2,1,45%,2,0,7,331,238,72%,0,0
11820,2017-10-28T14:00:00+00:00,"Mike Jones, England",The Hawthorns,West Bromwich,West Brom,Manchester City,2,3,Away Win,4,1,7,2,5,2,10,1,5,21%,2,0,2,254,151,59%,5,8,15,2,7,8,7,2,1,79%,3,0,2,929,843,91%,0,0
11815,2017-10-28T16:30:00+00:00,"Craig Pawson, England",Vitality Stadium,Bournemouth,Bournemouth,Chelsea,0,1,Away Win,1,3,7,3,5,2,5,5,0,41%,2,0,4,459,376,82%,5,7,18,6,13,5,5,5,5,59%,0,0,1,653,569,87%,0,0
