Fixture ID,Date,Referee,Venue,City,Home Team,Away Team,Home Team Goals,Away Team Goals,Result,Home Shots on Goal,Home Shots off Goal,Home Total Shots,Home Blocked Shots,Home Shots insidebox,Home Shots outsidebox,Home Fouls,Home Corner Kicks,Home Offsides,Home Ball Possession,Home Yellow Cards,Home Red Cards,Home Goalkeeper Saves,Home Total passes,Home Passes accurate,Home Passes %,Away Shots on Goal,Away Shots off Goal,Away Total Shots,Away Blocked Shots,Away Shots insidebox,Away Shots outsidebox,Away Fouls,Away Corner Kicks,Away Offsides,Away Ball Possession,Away Yellow Cards,Away Red Cards,Away Goalkeeper Saves,Away Total passes,Away Passes accurate,Away Passes %,Home expected_goals,Away expected_goals
192706,2014-08-31T15:00:00+00:00,,"King Power Stadium (Leicester, Leicestershire)",,Leicester,Arsenal,1,1,Draw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
192707,2014-09-13T11:45:00+00:00,,Emirates Stadium (London),,Arsenal,Manchester City,2,2,Draw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
192710,2014-09-13T14:00:00+00:00,,"St. Mary's Stadium (Southampton, Hampshire)",,Southampton,Newcastle,4,0,Home Win,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
192708,2014-09-13T14:00:00+00:00,,Stamford Bridge (London),,Chelsea,Swansea,4,2,Home Win,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
192709,2014-09-13T14:00:00+00:00,,Selhurst Park (London),,Crystal Palace,Burnley,0,0,Draw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
192713,2014-09-13T14:00:00+00:00,,The Hawthorns (West Bromwich),,West Brom,Everton,0,2,Away Win,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
192711,2014-09-13T14:00:00+00:00,,"Britannia Stadium (Stoke-on-Trent, Staffordshire)",,Stoke City,Leicester,0,1,Away Win,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
192712,2014-09-13T14:00:00+00:00,,Stadium of Light (Sunderland),,Sunderland,Tottenham,2,2,Draw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
192714,2014-09-13T16:30:00+00:00,,Anfield (Liverpool),,Liverpool,Aston Villa,0,1,Away Win,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
192715,2014-09-14T15:00:00+00:00,,Old Trafford (Manchester),,Manchester United,QPR,4,0,Home Win,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
192716,2014-09-15T19:00:00+00:00,,Kingston Communications Stadium (Hull),,Hull City,West Ham,2,2,Draw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
192717,2014-09-20T11:45:00+00:00,,Loftus Road Stadium (London),,QPR,Stoke City,2,2,Draw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
192720,2014-09-20T14:00:00+00:00,,St. James' Park (Newcastle-upon-Tyne),,Newcastle,Hull City,2,2,Draw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
192719,2014-09-20T14:00:00+00:00,,Turf Moor (Burnley),,Burnley,Sunderland,0,0,Draw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
192718,2014-09-20T14:00:00+00:00,,Villa Park (Birmingham),,Aston Villa,Arsenal,0,3,Away Win,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
192721,2014-09-20T14:00:00+00:00,,Liberty Stadium (Swansea),,Swansea,Southampton,0,1,Away Win,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
192722,2014-09-20T16:30:00+00:00,,Boleyn Ground (London),,West Ham,Liverpool,3,1,Home Win,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
192723,2014-09-21T12:30:00+00:00,,"King Power Stadium (Leicester, Leicestershire)",,Leicester,Manchester United,5,3,Home Win,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
192724,2014-09-21T12:30:00+00:00,,White Hart Lane (London),,Tottenham,West Brom,0,1,Away Win,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
192725,2014-09-21T15:00:00+00:00,,Goodison Park (Liverpool),,Everton,Crystal Palace,2,3,Away Win,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
192726,2014-09-21T15:00:00+00:00,,Etihad Stadium (Manchester),,Manchester City,Chelsea,1,1,Draw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
192727,2014-09-27T11:45:00+00:00,,Anfield (Liverpool),,Liverpool,Everton,1,1,Draw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
192731,2014-09-27T14:00:00+00:00,,Old Trafford (Manchester),,Manchester United,West Ham,2,1,Home Win,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
192732,2014-09-27T14:00:00+00:00,,"St. Mary's Stadium (Southampton, Hampshire)",,Southampton,QPR,2,1,Home Win,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
192728,2014-09-27T14:00:00+00:00,,Stamford Bridge (London),,Chelsea,Aston Villa,3,0,Home Win,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
192729,2014-09-27T14:00:00+00:00,,Selhurst Park (London),,Crystal Palace,Leicester,2,0,Home Win,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
192730,2014-09-27T14:00:00+00:00,,Kingston Communications Stadium (Hull),,Hull City,Manchester City,2,4,Away Win,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
192733,2014-09-27T14:00:00+00:00,,Stadium of Light (Sunderland),,Sunderland,Swansea,0,0,Draw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
192734,2014-09-27T16:30:00+00:00,,Emirates Stadium (London),,Arsenal,Tottenham,1,1,Draw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
192735,2014-09-28T15:00:00+00:00,,The Hawthorns (West Bromwich),,West Brom,Burnley,4,0,Home Win,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
192736,2014-09-29T19:00:00+00:00,,"Britannia Stadium (Stoke-on-Trent, Staffordshire)",,Stoke City,Newcastle,1,0,Home Win,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
192739,2014-10-04T14:00:00+00:00,,Anfield (Liverpool),,Liverpool,West Brom,2,1,Home Win,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
192738,2014-10-04T14:00:00+00:00,,"King Power Stadium (Leicester, Leicestershire)",,Leicester,Burnley,2,2,Draw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
192737,2014-10-04T14:00:00+00:00,,Kingston Communications Stadium (Hull),,Hull City,Crystal Palace,2,0,Home Win,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
192741,2014-10-04T14:00:00+00:00,,Liberty Stadium (Swansea),,Swansea,Newcastle,2,2,Draw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
192740,2014-10-04T14:00:00+00:00,,Stadium of Light (Sunderland),,Sunderland,Stoke City,3,1,Home Win,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
192742,2014-10-04T16:30:00+00:00,,Villa Park (Birmingham),,Aston Villa,Manchester City,0,2,Away Win,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
192743,2014-10-05T11:00:00+00:00,,Old Trafford (Manchester),,Manchester United,Everton,2,1,Home Win,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
192744,2014-10-05T13:05:00+00:00,,White Hart Lane (London),,Tottenham,Southampton,1,0,Home Win,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
192745,2014-10-05T13:20:00+00:00,,Stamford Bridge (London),,Chelsea,Arsenal,2,0,Home Win,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
192746,2014-10-05T15:15:00+00:00,,Boleyn Ground (London),,West Ham,QPR,2,0,Home Win,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
192747,2014-10-18T11:45:00+00:00,,Etihad Stadium (Manchester),,Manchester City,Tottenham,4,1,Home Win,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
192752,2014-10-18T14:00:00+00:00,,"St. Mary's Stadium (Southampton, Hampshire)",,Southampton,Sunderland,8,0,Home Win,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
192748,2014-10-18T14:00:00+00:00,,Emirates Stadium (London),,Arsenal,Hull City,2,2,Draw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
192749,2014-10-18T14:00:00+00:00,,Turf Moor (Burnley),,Burnley,West Ham,1,3,Away Win,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
192751,2014-10-18T14:00:00+00:00,,Goodison Park (Liverpool),,Everton,Aston Villa,3,0,Home Win,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
192750,2014-10-18T14:00:00+00:00,,Selhurst Park (London),,Crystal Palace,Chelsea,1,2,Away Win,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
192753,2014-10-18T15:00:00+00:00,,St. James' Park (Newcastle-upon-Tyne),,Newcastle,Leicester,1,0,Home Win,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
192754,2014-10-19T12:30:00+00:00,,Loftus Road Stadium (London),,QPR,Liverpool,2,3,Away Win,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
192755,2014-10-19T15:00:00+00:00,,"Britannia Stadium (Stoke-on-Trent, Staffordshire)",,Stoke City,Swansea,2,1,Home Win,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
192756,2014-10-20T19:00:00+00:00,,The Hawthorns (West Bromwich),,West Brom,Manchester United,2,2,Draw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
192757,2014-10-25T11:45:00+00:00,,Boleyn Ground (London),,West Ham,Manchester City,2,1,Home Win,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
192758,2014-10-25T14:00:00+00:00,,Anfield (Liverpool),,Liverpool,Hull City,0,0,Draw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
192759,2014-10-25T14:00:00+00:00,,"St. Mary's Stadium (Southampton, Hampshire)",,Southampton,Stoke City,1,0,Home Win,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
192761,2014-10-25T14:00:00+00:00,,The Hawthorns (West Bromwich),,West Brom,Crystal Palace,2,2,Draw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
192760,2014-10-25T14:00:00+00:00,,Stadium of Light (Sunderland),,Sunderland,Arsenal,0,2,Away Win,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
192762,2014-10-25T16:30:00+00:00,,Liberty Stadium (Swansea),,Swansea,Leicester,2,0,Home Win,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
192763,2014-10-26T12:30:00+00:00,,Turf Moor (Burnley),,Burnley,Everton,1,3,Away Win,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
192764,2014-10-26T12:30:00+00:00,,White Hart Lane (London),,Tottenham,Newcastle,1,2,Away Win,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
192765,2014-10-26T15:00:00+00:00,,Old Trafford (Manchester),,Manchester United,Chelsea,1,1,Draw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
192766,2014-10-27T20:00:00+00:00,,Loftus Road Stadium (London),,QPR,Aston Villa,2,0,Home Win,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
192767,2014-11-01T12:45:00+00:00,,St. James' Park (Newcastle-upon-Tyne),,Newcastle,Liverpool,1,0,Home Win,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
192768,2014-11-01T15:00:00+00:00,,Emirates Stadium (London),,Arsenal,Burnley,3,0,Home Win,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
192770,2014-11-01T15:00:00+00:00,,Goodison Park (Liverpool),,Everton,Swansea,0,0,Draw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
192772,2014-11-01T15:00:00+00:00,,"King Power Stadium (Leicester, Leicestershire)",,Leicester,West Brom,0,1,Away Win,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
192769,2014-11-01T15:00:00+00:00,,Stamford Bridge (London),,Chelsea,QPR,2,1,Home Win,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
192771,2014-11-01T15:00:00+00:00,,Kingston Communications Stadium (Hull),,Hull City,Southampton,0,1,Away Win,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
192773,2014-11-01T15:00:00+00:00,,"Britannia Stadium (Stoke-on-Trent, Staffordshire)",,Stoke City,West Ham,2,2,Draw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
192774,2014-11-02T13:30:00+00:00,,Etihad Stadium (Manchester),,Manchester City,Manchester United,1,0,Home Win,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
192775,2014-11-02T16:00:00+00:00,,Villa Park (Birmingham),,Aston Villa,Tottenham,1,2,Away Win,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
192776,2014-11-03T20:00:00+00:00,,Selhurst Park (London),,Crystal Palace,Sunderland,1,3,Away Win,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
192777,2014-11-08T12:45:00+00:00,,Anfield (Liverpool),,Liverpool,Chelsea,1,2,Away Win,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
192779,2014-11-08T15:00:00+00:00,,Old Trafford (Manchester),,Manchester United,Crystal Palace,1,0,Home Win,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
192780,2014-11-08T15:00:00+00:00,,"St. Mary's Stadium (Southampton, Hampshire)",,Southampton,Leicester,2,0,Home Win,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
192778,2014-11-08T15:00:00+00:00,,Turf Moor (Burnley),,Burnley,Hull City,1,0,Home Win,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
192781,2014-11-08T15:00:00+00:00,,Boleyn Ground (London),,West Ham,Aston Villa,0,0,Draw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
192782,2014-11-08T17:30:00+00:00,,Loftus Road Stadium (London),,QPR,Manchester City,2,2,Draw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
192784,2014-11-09T13:30:00+00:00,,White Hart Lane (London),,Tottenham,Stoke City,1,2,Away Win,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
192785,2014-11-09T13:30:00+00:00,,The Hawthorns (West Bromwich),,West Brom,Newcastle,0,2,Away Win,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
192783,2014-11-09T13:30:00+00:00,,Stadium of Light (Sunderland),,Sunderland,Everton,1,1,Draw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
192786,2014-11-09T16:00:00+00:00,,Liberty Stadium (Swansea),,Swansea,Arsenal,2,1,Home Win,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
192791,2014-11-22T15:00:00+00:00,,St. James' Park (Newcastle-upon-Tyne),,Newcastle,QPR,1,0,Home Win,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
192788,2014-11-22T15:00:00+00:00,,Goodison Park (Liverpool),,Everton,West Ham,2,1,Home Win,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
192789,2014-11-22T15:00:00+00:00,,"King Power Stadium (Leicester, Leicestershire)",,Leicester,Sunderland,0,0,Draw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
192787,2014-11-22T15:00:00+00:00,,Stamford Bridge (London),,Chelsea,West Brom,2,0,Home Win,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
192790,2014-11-22T15:00:00+00:00,,Etihad Stadium (Manchester),,Manchester City,Swansea,2,1,Home Win,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
192792,2014-11-22T15:00:00+00:00,,"Britannia Stadium (Stoke-on-Trent, Staffordshire)",,Stoke City,Burnley,1,2,Away Win,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
192793,2014-11-22T17:30:00+00:00,,Emirates Stadium (London),,Arsenal,Manchester United,1,2,Away Win,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
192794,2014-11-23T13:30:00+00:00,,Selhurst Park (London),,Crystal Palace,Liverpool,3,1,Home Win,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
192795,2014-11-23T16:00:00+00:00,,Kingston Communications Stadium (Hull),,Hull City,Tottenham,1,2,Away Win,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
192796,2014-11-24T20:00:00+00:00,,Villa Park (Birmingham),,Aston Villa,Southampton,1,1,Draw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
192797,2014-11-29T12:45:00+00:00,,The Hawthorns (West Bromwich),,West Brom,Arsenal,0,1,Away Win,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
192800,2014-11-29T15:00:00+00:00,,Old Trafford (Manchester),,Manchester United,Hull City,3,0,Home Win,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
192799,2014-11-29T15:00:00+00:00,,Anfield (Liverpool),,Liverpool,Stoke City,1,0,Home Win,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
192798,2014-11-29T15:00:00+00:00,,Turf Moor (Burnley),,Burnley,Aston Villa,1,1,Draw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
192803,2014-11-29T15:00:00+00:00,,Boleyn Ground (London),,West Ham,Newcastle,1,0,Home Win,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
192801,2014-11-29T15:00:00+00:00,,Loftus Road Stadium (London),,QPR,Leicester,3,2,Home Win,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
192802,2014-11-29T15:00:00+00:00,,Liberty Stadium (Swansea),,Swansea,Crystal Palace,1,1,Draw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
192804,2014-11-29T17:30:00+00:00,,Stadium of Light (Sunderland),,Sunderland,Chelsea,0,0,Draw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
192805,2014-11-30T13:30:00+00:00,,"St. Mary's Stadium (Southampton, Hampshire)",,Southampton,Manchester City,0,3,Away Win,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
192806,2014-11-30T16:00:00+00:00,,White Hart Lane (London),,Tottenham,Everton,2,1,Home Win,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
192809,2014-12-02T19:45:00+00:00,,Old Trafford (Manchester),,Manchester United,Stoke City,2,1,Home Win,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
192807,2014-12-02T19:45:00+00:00,,Turf Moor (Burnley),,Burnley,Newcastle,1,1,Draw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
192808,2014-12-02T19:45:00+00:00,,"King Power Stadium (Leicester, Leicestershire)",,Leicester,Liverpool,1,3,Away Win,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
192810,2014-12-02T19:45:00+00:00,,Liberty Stadium (Swansea),,Swansea,QPR,2,0,Home Win,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
192811,2014-12-02T20:00:00+00:00,,Selhurst Park (London),,Crystal Palace,Aston Villa,0,1,Away Win,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
192812,2014-12-02T20:00:00+00:00,,The Hawthorns (West Bromwich),,West Brom,West Ham,1,2,Away Win,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
192813,2014-12-03T19:45:00+00:00,,Emirates Stadium (London),,Arsenal,Southampton,1,0,Home Win,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
192815,2014-12-03T19:45:00+00:00,,Goodison Park (Liverpool),,Everton,Hull City,1,1,Draw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
192814,2014-12-03T19:45:00+00:00,,Stamford Bridge (London),,Chelsea,Tottenham,3,0,Home Win,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
192816,2014-12-03T19:45:00+00:00,,Stadium of Light (Sunderland),,Sunderland,Manchester City,1,4,Away Win,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
192817,2014-12-06T12:45:00+00:00,,St. James' Park (Newcastle-upon-Tyne),,Newcastle,Chelsea,2,1,Home Win,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
192819,2014-12-06T15:00:00+00:00,,Anfield (Liverpool),,Liverpool,Sunderland,0,0,Draw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
192822,2014-12-06T15:00:00+00:00,,White Hart Lane (London),,Tottenham,Crystal Palace,0,0,Draw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
