Fixture ID,Date,Referee,Venue,City,Home Team,Away Team,Home Team Goals,Away Team Goals,Result,Home Shots on Goal,Away Shots on Goal,Home Shots off Goal,Away Shots off Goal,Home Total Shots,Away Total Shots,Home Blocked Shots,Away Blocked Shots,Home Shots insidebox,Away Shots insidebox,Home Shots outsidebox,Away Shots outsidebox,Home Fouls,Away Fouls,Home Corner Kicks,Away Corner Kicks,Home Offsides,Away Offsides,Home Ball Possession,Away Ball Possession,Home Yellow Cards,Away Yellow Cards,Home Red Cards,Away Red Cards,Home Goalkeeper Saves,Away Goalkeeper Saves,Home Total passes,Away Total passes,Home Passes accurate,Away Passes accurate,Home Passes %,Away Passes %,Home expected_goals,Away expected_goals
194303,2011-03-01T19:45:00+00:00,,Stamford Bridge (London),,Chelsea,Manchester United,2,1,Home Win,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194304,2011-03-05T12:45:00+00:00,,St. Andrew's Stadium (Birmingham),,Birmingham,West Brom,1,3,Away Win,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194305,2011-03-05T15:00:00+00:00,,Boleyn Ground (London),,West Ham,Stoke City,3,0,Home Win,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194306,2011-03-05T15:00:00+00:00,,Sports Direct Arena (Newcastle-upon-Tyne),,Newcastle,Everton,1,2,Away Win,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194307,2011-02-12T15:00:00+00:00,,Emirates Stadium (London),,Arsenal,Wolves,2,0,Home Win,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194308,2011-02-12T17:30:00+00:00,,Stadium of Light (Sunderland),,Sunderland,Tottenham,1,2,Away Win,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194309,2011-02-13T16:00:00+00:00,,Reebok Stadium (Bolton),,Bolton,Everton,2,0,Home Win,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194310,2011-02-14T20:00:00+00:00,,Craven Cottage (London),,Fulham,Chelsea,0,0,Draw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194311,2011-02-15T19:45:00+00:00,,St. Andrew's Stadium (Birmingham),,Birmingham,Newcastle,0,2,Away Win,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194312,2011-02-20T12:00:00+00:00,,"The Hawthorns, West Bromwich (West Bromwich)",,West Brom,Wolves,1,1,Draw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194313,2011-02-22T20:00:00+00:00,,Bloomfield Road (Blackpool),,Blackpool,Tottenham,3,1,Home Win,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194314,2011-02-23T19:45:00+00:00,,Emirates Stadium (London),,Arsenal,Stoke City,1,0,Home Win,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194315,2011-02-26T15:00:00+00:00,,"Molineux Stadium (Wolverhampton, West Midlands)",,Wolves,Blackpool,4,0,Home Win,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194316,2011-02-26T15:00:00+00:00,,The DW Stadium (Wigan),,Wigan,Manchester United,0,4,Away Win,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194317,2011-02-05T15:00:00+00:00,,Villa Park (Birmingham),,Aston Villa,Fulham,2,2,Draw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194318,2011-02-05T17:30:00+00:00,,"Molineux Stadium (Wolverhampton, West Midlands)",,Wolves,Manchester United,2,1,Home Win,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194319,2011-02-06T13:30:00+00:00,,Boleyn Ground (London),,West Ham,Birmingham,0,1,Away Win,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194320,2011-02-06T16:00:00+00:00,,Stamford Bridge (London),,Chelsea,Liverpool,0,1,Away Win,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194321,2011-02-12T12:45:00+00:00,,Old Trafford (Manchester),,Manchester United,Manchester City,2,1,Home Win,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194322,2011-02-12T15:00:00+00:00,,"The Hawthorns, West Bromwich (West Bromwich)",,West Brom,West Ham,3,3,Draw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194323,2011-02-12T15:00:00+00:00,,Anfield (Liverpool),,Liverpool,Wigan,1,1,Draw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194324,2011-02-12T15:00:00+00:00,,Bloomfield Road (Blackpool),,Blackpool,Aston Villa,1,1,Draw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194325,2011-02-12T15:00:00+00:00,,Ewood Park (Blackburn),,Blackburn,Newcastle,0,0,Draw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194326,2011-02-12T15:00:00+00:00,,St. Andrew's Stadium (Birmingham),,Birmingham,Stoke City,1,0,Home Win,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194327,2011-02-02T20:00:00+00:00,,Craven Cottage (London),,Fulham,Newcastle,1,0,Home Win,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194328,2011-02-02T20:00:00+00:00,,Ewood Park (Blackburn),,Blackburn,Tottenham,0,1,Away Win,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194329,2011-02-02T20:00:00+00:00,,Reebok Stadium (Bolton),,Bolton,Wolves,1,0,Home Win,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194330,2011-02-02T20:00:00+00:00,,Bloomfield Road (Blackpool),,Blackpool,West Ham,1,3,Away Win,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194331,2011-02-05T12:45:00+00:00,,Britannia Stadium (Stoke-on-Trent),,Stoke City,Sunderland,3,2,Home Win,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194332,2011-02-05T15:00:00+00:00,,The DW Stadium (Wigan),,Wigan,Blackburn,4,3,Home Win,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194333,2011-02-05T15:00:00+00:00,,White Hart Lane (London),,Tottenham,Bolton,2,1,Home Win,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194334,2011-02-05T15:00:00+00:00,,"St. James' Park, Newcastle (Newcastle-upon-Tyne)",,Newcastle,Arsenal,4,4,Draw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194335,2011-02-05T15:00:00+00:00,,"Etihad Stadium, Manchester (Manchester)",,Manchester City,West Brom,3,0,Home Win,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194336,2011-02-05T15:00:00+00:00,,Goodison Park (Liverpool),,Everton,Blackpool,5,3,Home Win,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194337,2011-01-24T20:00:00+00:00,,Reebok Stadium (Bolton),,Bolton,Chelsea,0,4,Away Win,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194338,2011-01-25T19:30:00+00:00,,Bloomfield Road (Blackpool),,Blackpool,Manchester United,2,3,Away Win,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194339,2011-01-25T19:45:00+00:00,,The DW Stadium (Wigan),,Wigan,Aston Villa,1,2,Away Win,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194340,2011-01-26T20:00:00+00:00,,Anfield (Liverpool),,Liverpool,Fulham,1,0,Home Win,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194341,2011-02-01T19:45:00+00:00,,Stadium of Light (Sunderland),,Sunderland,Chelsea,2,4,Away Win,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194342,2011-02-01T19:45:00+00:00,,Emirates Stadium (London),,Arsenal,Everton,2,1,Home Win,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194343,2011-02-01T20:00:00+00:00,,"The Hawthorns, West Bromwich (West Bromwich)",,West Brom,Wigan,2,2,Draw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194344,2011-02-01T20:00:00+00:00,,Old Trafford (Manchester),,Manchester United,Aston Villa,3,1,Home Win,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194345,2011-02-02T19:45:00+00:00,,St. Andrew's Stadium (Birmingham),,Birmingham,Manchester City,2,2,Draw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194346,2011-02-02T20:00:00+00:00,,Anfield (Liverpool),,Liverpool,Stoke City,2,0,Home Win,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194347,2011-01-16T16:10:00+00:00,,White Hart Lane (London),,Tottenham,Manchester United,0,0,Draw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194348,2011-01-22T12:45:00+00:00,,"Molineux Stadium (Wolverhampton, West Midlands)",,Wolves,Liverpool,0,3,Away Win,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194349,2011-01-22T15:00:00+00:00,,"St. James' Park, Newcastle (Newcastle-upon-Tyne)",,Newcastle,Tottenham,1,1,Draw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194350,2011-01-22T15:00:00+00:00,,Old Trafford (Manchester),,Manchester United,Birmingham,5,0,Home Win,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194351,2011-01-22T15:00:00+00:00,,Craven Cottage (London),,Fulham,Stoke City,2,0,Home Win,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194352,2011-01-22T15:00:00+00:00,,Goodison Park (Liverpool),,Everton,West Ham,2,2,Draw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194353,2011-01-22T15:00:00+00:00,,Bloomfield Road (Blackpool),,Blackpool,Sunderland,1,2,Away Win,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194354,2011-01-22T15:00:00+00:00,,Emirates Stadium (London),,Arsenal,Wigan,3,0,Home Win,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194355,2011-01-22T17:30:00+00:00,,Villa Park (Birmingham),,Aston Villa,Manchester City,1,0,Home Win,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194356,2011-01-23T16:00:00+00:00,,Ewood Park (Blackburn),,Blackburn,West Brom,2,0,Home Win,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194357,2011-01-12T20:00:00+00:00,,Bloomfield Road (Blackpool),,Blackpool,Liverpool,2,1,Home Win,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194358,2011-01-15T15:00:00+00:00,,The DW Stadium (Wigan),,Wigan,Fulham,1,1,Draw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194359,2011-01-15T15:00:00+00:00,,"The Hawthorns, West Bromwich (West Bromwich)",,West Brom,Blackpool,3,2,Home Win,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194360,2011-01-15T15:00:00+00:00,,Britannia Stadium (Stoke-on-Trent),,Stoke City,Bolton,2,0,Home Win,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194361,2011-01-15T15:00:00+00:00,,"Etihad Stadium, Manchester (Manchester)",,Manchester City,Wolves,4,3,Home Win,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194362,2011-01-15T15:00:00+00:00,,Stamford Bridge (London),,Chelsea,Blackburn,2,0,Home Win,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194363,2011-01-15T17:30:00+00:00,,Boleyn Ground (London),,West Ham,Arsenal,0,3,Away Win,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194364,2011-01-16T12:00:00+00:00,,Stadium of Light (Sunderland),,Sunderland,Newcastle,1,1,Draw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194365,2011-01-16T12:00:00+00:00,,St. Andrew's Stadium (Birmingham),,Birmingham,Aston Villa,1,1,Draw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194366,2011-01-16T14:05:00+00:00,,Anfield (Liverpool),,Liverpool,Everton,2,2,Draw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194367,2011-01-04T20:00:00+00:00,,Craven Cottage (London),,Fulham,West Brom,3,0,Home Win,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194368,2011-01-04T20:00:00+00:00,,Old Trafford (Manchester),,Manchester United,Stoke City,2,1,Home Win,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194369,2011-01-04T20:00:00+00:00,,Bloomfield Road (Blackpool),,Blackpool,Birmingham,1,2,Away Win,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194370,2011-01-05T19:45:00+00:00,,Sports Direct Arena (Newcastle-upon-Tyne),,Newcastle,West Ham,5,0,Home Win,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194371,2011-01-05T19:45:00+00:00,,Villa Park (Birmingham),,Aston Villa,Sunderland,0,1,Away Win,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194372,2011-01-05T19:45:00+00:00,,"Molineux Stadium (Wolverhampton, West Midlands)",,Wolves,Chelsea,1,0,Home Win,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194373,2011-01-05T19:45:00+00:00,,Emirates Stadium (London),,Arsenal,Manchester City,0,0,Draw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194374,2011-01-05T20:00:00+00:00,,Goodison Park (Liverpool),,Everton,Tottenham,2,1,Home Win,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194375,2011-01-05T20:00:00+00:00,,Ewood Park (Blackburn),,Blackburn,Liverpool,3,1,Home Win,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194376,2011-01-05T20:00:00+00:00,,Reebok Stadium (Bolton),,Bolton,Wigan,1,1,Draw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194377,2011-01-01T12:45:00+00:00,,"The Hawthorns, West Bromwich (West Bromwich)",,West Brom,Manchester United,1,2,Away Win,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194378,2011-01-01T15:00:00+00:00,,Boleyn Ground (London),,West Ham,Wolves,2,0,Home Win,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194379,2011-01-01T15:00:00+00:00,,White Hart Lane (London),,Tottenham,Fulham,1,0,Home Win,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194380,2011-01-01T15:00:00+00:00,,Stadium of Light (Sunderland),,Sunderland,Blackburn,3,0,Home Win,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194381,2011-01-01T15:00:00+00:00,,Britannia Stadium (Stoke-on-Trent),,Stoke City,Everton,2,0,Home Win,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194382,2011-01-01T15:00:00+00:00,,"Etihad Stadium, Manchester (Manchester)",,Manchester City,Blackpool,1,0,Home Win,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194383,2011-01-01T15:00:00+00:00,,Anfield (Liverpool),,Liverpool,Bolton,2,1,Home Win,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194384,2011-01-01T17:30:00+00:00,,St. Andrew's Stadium (Birmingham),,Birmingham,Arsenal,0,3,Away Win,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194385,2011-01-02T13:30:00+00:00,,Stamford Bridge (London),,Chelsea,Aston Villa,3,3,Draw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194386,2011-01-02T16:00:00+00:00,,The DW Stadium (Wigan),,Wigan,Newcastle,0,1,Away Win,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194387,2010-12-28T15:00:00+00:00,,"The Hawthorns, West Bromwich (West Bromwich)",,West Brom,Blackburn,1,3,Away Win,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194388,2010-12-28T15:00:00+00:00,,White Hart Lane (London),,Tottenham,Newcastle,2,0,Home Win,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194389,2010-12-28T15:00:00+00:00,,Stadium of Light (Sunderland),,Sunderland,Blackpool,0,2,Away Win,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194390,2010-12-28T15:00:00+00:00,,Britannia Stadium (Stoke-on-Trent),,Stoke City,Fulham,0,2,Away Win,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194391,2010-12-28T15:00:00+00:00,,"Etihad Stadium, Manchester (Manchester)",,Manchester City,Aston Villa,4,0,Home Win,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194392,2010-12-28T17:30:00+00:00,,Boleyn Ground (London),,West Ham,Everton,1,1,Draw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194393,2010-12-28T20:00:00+00:00,,St. Andrew's Stadium (Birmingham),,Birmingham,Manchester United,1,1,Draw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194394,2010-12-29T19:45:00+00:00,,The DW Stadium (Wigan),,Wigan,Arsenal,2,2,Draw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194395,2010-12-29T19:45:00+00:00,,Stamford Bridge (London),,Chelsea,Bolton,1,0,Home Win,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194396,2010-12-29T20:00:00+00:00,,Anfield (Liverpool),,Liverpool,Wolves,0,1,Away Win,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194397,2010-12-18T15:00:00+00:00,,Ewood Park (Blackburn),,Blackburn,West Ham,1,1,Draw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194398,2010-12-20T20:00:00+00:00,,"Etihad Stadium, Manchester (Manchester)",,Manchester City,Everton,1,2,Away Win,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194399,2010-12-26T12:00:00+00:00,,Craven Cottage (London),,Fulham,West Ham,1,3,Away Win,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194400,2010-12-26T15:00:00+00:00,,"Molineux Stadium (Wolverhampton, West Midlands)",,Wolves,Wigan,1,2,Away Win,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194401,2010-12-26T15:00:00+00:00,,Sports Direct Arena (Newcastle-upon-Tyne),,Newcastle,Manchester City,1,3,Away Win,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194402,2010-12-26T15:00:00+00:00,,Old Trafford (Manchester),,Manchester United,Sunderland,2,0,Home Win,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194403,2010-12-26T15:00:00+00:00,,Reebok Stadium (Bolton),,Bolton,West Brom,2,0,Home Win,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194404,2010-12-26T15:00:00+00:00,,Ewood Park (Blackburn),,Blackburn,Stoke City,0,2,Away Win,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194405,2010-12-26T17:30:00+00:00,,Villa Park (Birmingham),,Aston Villa,Tottenham,1,2,Away Win,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194406,2010-12-27T20:00:00+00:00,,Emirates Stadium (London),,Arsenal,Chelsea,3,1,Home Win,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194407,2010-12-11T15:00:00+00:00,,Britannia Stadium (Stoke-on-Trent),,Stoke City,Blackpool,0,1,Away Win,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194408,2010-12-11T15:00:00+00:00,,Craven Cottage (London),,Fulham,Sunderland,0,0,Draw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194409,2010-12-11T15:00:00+00:00,,Goodison Park (Liverpool),,Everton,Wigan,0,0,Draw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194410,2010-12-11T15:00:00+00:00,,Villa Park (Birmingham),,Aston Villa,West Brom,2,1,Home Win,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
